,Cr100,Cr100b,Cr10a,Cr10b,Cr20a,Cr20b,Cr40a,Cr40b,Cr60a,Cr60b,Cr80a,Cr80b,Amb,Ama
3428,0.017735145,0.0179744,0.033564122,0.034326505,0.024135946,0.025170132,0.01232134,0.012874195,0.062076854,0.062958368,0.06380257,0.064322801,0.05336386,0.051440371
3426,0.018309037,0.01855211,0.034619339,0.035399486,0.024848544,0.025902367,0.012536385,0.013069383,0.0627179,0.063634688,0.064377145,0.064956337,0.053833563,0.051884037
3424,0.018943481,0.019180581,0.035752898,0.036549669,0.025597927,0.026716985,0.012752111,0.013274124,0.063394177,0.064382197,0.064983556,0.065622508,0.054328722,0.052365457
3422,0.019595651,0.019836421,0.036927108,0.037742763,0.026362756,0.027573136,0.012937917,0.013470925,0.064068313,0.06512811,0.065581658,0.066269202,0.054803237,0.052831696
3420,0.020256638,0.020507979,0.038140053,0.038970376,0.027150908,0.028447844,0.013107492,0.013669182,0.064725644,0.065830559,0.066164664,0.066873246,0.055236197,0.053261102
3418,0.020954149,0.021206707,0.039420017,0.040263491,0.027991097,0.029349418,0.013309317,0.013900052,0.065405059,0.066523549,0.066786302,0.067477431,0.055657974,0.053685342
3416,0.021678811,0.021917068,0.040741159,0.041610066,0.02885764,0.030249798,0.013543829,0.014148868,0.066111338,0.067219998,0.067453264,0.068094301,0.056082155,0.054111464
3414,0.022376412,0.022594606,0.042022529,0.042934735,0.029677711,0.031083704,0.013756581,0.014359243,0.066790705,0.067878844,0.06809972,0.068675568,0.056483942,0.054504646
3412,0.023010616,0.023217987,0.043215966,0.044175488,0.030417019,0.03182586,0.01391266,0.014509635,0.067415038,0.068489087,0.068689005,0.069202859,0.056862396,0.054859963
3410,0.023577015,0.023794205,0.04432349,0.045319058,0.03109524,0.032505425,0.014028082,0.014636268,0.068014084,0.069096602,0.069254862,0.069725968,0.057258351,0.05522117
3408,0.024050058,0.024300494,0.045312441,0.046335177,0.031704455,0.033125217,0.014122361,0.014766944,0.068598406,0.069713039,0.069813483,0.070274041,0.057683758,0.055605131
3406,0.024385393,0.024680608,0.046098195,0.047150914,0.032188583,0.033637399,0.014195478,0.01488755,0.069133276,0.070285958,0.070327681,0.070812297,0.058097564,0.055979782
3404,0.024590895,0.024918023,0.046642868,0.047726822,0.032527637,0.034019788,0.014261775,0.014988553,0.06961696,0.070792817,0.070793225,0.071321858,0.058480728,0.056343022
3402,0.024726386,0.025054803,0.046991568,0.04808941,0.032765411,0.034301033,0.014349031,0.015086527,0.070098937,0.071278115,0.071268156,0.071837366,0.058871821,0.056747817
3400,0.024815829,0.025122879,0.04718227,0.048262575,0.032927997,0.034490118,0.014452808,0.015183945,0.070594909,0.071771091,0.071782766,0.072374216,0.059301823,0.057217912
3398,0.024819077,0.025108846,0.047193426,0.048234506,0.032981857,0.034549082,0.014535301,0.015253954,0.071060333,0.072244356,0.072296491,0.072893217,0.059749974,0.05770048
3396,0.02469936,0.024993206,0.04700484,0.048009133,0.032894278,0.034452434,0.014570881,0.015275129,0.071463102,0.072667887,0.072762349,0.073358229,0.060185075,0.058128833
3394,0.024471742,0.024782156,0.046651242,0.047634151,0.032685264,0.034224663,0.014563349,0.015254231,0.071817055,0.073037646,0.073171715,0.073771004,0.060605268,0.058489493
3392,0.024176045,0.024493721,0.046192149,0.047161805,0.032399454,0.033907318,0.014524172,0.015209413,0.072131983,0.073342159,0.073523965,0.074135932,0.061015793,0.058808161
3390,0.023848173,0.024152437,0.045679231,0.046631535,0.032071618,0.033536908,0.014467243,0.01515592,0.072400628,0.073573891,0.073820617,0.074453331,0.061410097,0.059114879
3388,0.023528809,0.023805016,0.045168297,0.046098943,0.03173805,0.033163739,0.014421631,0.015111195,0.072650889,0.07378691,0.074106952,0.07476293,0.061793326,0.059444271
3386,0.023249765,0.023497,0.044704315,0.0456184,0.031432807,0.032834694,0.014408385,0.015082826,0.072933366,0.07406109,0.074444138,0.075120455,0.062180949,0.059819167
3384,0.02299808,0.023227483,0.04427836,0.045186735,0.031153074,0.032543875,0.014404403,0.01505042,0.073238997,0.074391815,0.074820595,0.075512704,0.06255937,0.0602112
3382,0.022738095,0.022967689,0.04385323,0.044765534,0.03087096,0.03225225,0.014369253,0.014991957,0.073506181,0.074696016,0.075164465,0.075868381,0.06289511,0.060563465
3380,0.022481042,0.022727373,0.043445166,0.044369977,0.030595622,0.031968545,0.014309606,0.014929413,0.073729816,0.074946602,0.075461749,0.076171841,0.063196542,0.060870486
3378,0.022285326,0.022553724,0.043124355,0.044069199,0.030379516,0.031756107,0.014272875,0.014909807,0.073980566,0.075212025,0.075778971,0.07648644,0.063513727,0.061184795
3376,0.022180584,0.022462595,0.042928823,0.043890792,0.030253929,0.031651959,0.014277351,0.014942018,0.074295323,0.07554216,0.076152004,0.076849384,0.063865744,0.0615335
3374,0.022138508,0.022421195,0.042836345,0.043794125,0.030202325,0.031632561,0.014292669,0.014988617,0.074630369,0.075905329,0.076538415,0.077225801,0.064221432,0.061886159
3372,0.02212645,0.022404368,0.042827098,0.043750325,0.030203685,0.031665901,0.014292059,0.015018897,0.074945919,0.076264045,0.076902293,0.077584048,0.064559767,0.062217171
3370,0.022150519,0.022428563,0.042918963,0.04379119,0.030264829,0.031751383,0.01428932,0.015042295,0.075265804,0.076635448,0.077271192,0.077943355,0.064896345,0.06254367
3368,0.022227162,0.022515759,0.04311924,0.043952332,0.030393608,0.031889355,0.014310976,0.015081578,0.075617429,0.077033623,0.077669446,0.078314652,0.065232881,0.062874097
3366,0.022353802,0.022664676,0.043397094,0.044226411,0.03058077,0.032062401,0.014365237,0.015145177,0.075983538,0.07742631,0.078068123,0.078672241,0.065541408,0.063178981
3364,0.022529708,0.022870946,0.043732418,0.04460135,0.030826267,0.032272031,0.01445042,0.015233506,0.076351413,0.077793058,0.078442836,0.079018915,0.0658222,0.063447762
3362,0.022767101,0.023132721,0.044144215,0.045086062,0.031143247,0.032547932,0.014560572,0.015340092,0.07674219,0.078157542,0.078811761,0.079397962,0.066116004,0.063718237
3360,0.023066666,0.023430762,0.04465321,0.045673233,0.031527109,0.032904608,0.014678411,0.015447739,0.077164268,0.078534665,0.079186681,0.079812004,0.066438182,0.064018902
3358,0.023415651,0.023747344,0.045261206,0.046331041,0.031959657,0.03332868,0.01479321,0.015553002,0.077601792,0.078915061,0.079553578,0.080208567,0.06675963,0.064331848
3356,0.0238142,0.024105364,0.045972534,0.047051346,0.032442851,0.033812484,0.014920443,0.015682629,0.078059956,0.07931624,0.079918515,0.080568988,0.067065917,0.064632656
3354,0.024267792,0.024541185,0.046785977,0.04785491,0.032985528,0.034357502,0.015073009,0.015852339,0.078551455,0.079771255,0.080303795,0.08093405,0.067374073,0.064917075
3352,0.024753409,0.025038512,0.047660512,0.048733414,0.033560043,0.034943214,0.015225288,0.016026469,0.079031607,0.08025061,0.080687125,0.081320156,0.067676472,0.065171602
3350,0.025233246,0.025538821,0.048538697,0.049637503,0.034120123,0.0355366,0.015342246,0.016157728,0.079426326,0.080674956,0.081017801,0.081688192,0.067930598,0.065371759
3348,0.025702702,0.026018858,0.04940763,0.050536355,0.034662134,0.036133245,0.015432,0.016251347,0.079737877,0.081025947,0.08130424,0.082019011,0.068123968,0.065530927
3346,0.026182722,0.026505194,0.050285614,0.0514347,0.035219025,0.036744978,0.015530208,0.016348328,0.080044359,0.081367796,0.081609373,0.082343608,0.068293055,0.065700812
3344,0.026663938,0.027007841,0.051149869,0.052316481,0.035791631,0.037350128,0.015643876,0.0164612,0.080382661,0.081741184,0.081948057,0.082674255,0.068463657,0.065903635
3342,0.027101438,0.027491631,0.051936199,0.053125441,0.036332626,0.037901948,0.015750655,0.016570291,0.080711205,0.082112389,0.082264462,0.082976737,0.06862816,0.066108387
3340,0.027467555,0.027920561,0.052612204,0.053819032,0.036799164,0.038382521,0.015841883,0.016668588,0.081000895,0.08244622,0.082523472,0.083234411,0.06879087,0.066288775
3338,0.02776417,0.028276563,0.053185677,0.05439025,0.037172609,0.038796019,0.015921841,0.016760033,0.081275597,0.082748131,0.082745497,0.083469469,0.068971693,0.066454871
3336,0.027981241,0.028527043,0.053635066,0.054823589,0.037429608,0.039113722,0.015973979,0.016823223,0.081540772,0.083009974,0.082938298,0.083680277,0.069151143,0.066611711
3334,0.028099112,0.028639019,0.053908976,0.055092445,0.037557602,0.039291656,0.015980336,0.016833457,0.081762527,0.083199906,0.083085051,0.083836512,0.069282467,0.066743348
3332,0.028137496,0.02864057,0.054009105,0.055212791,0.037600733,0.039344029,0.015967257,0.016814345,0.081942472,0.083332208,0.083214638,0.083954988,0.069374785,0.066857388
3330,0.028146131,0.028608631,0.054002494,0.055238147,0.037625706,0.039335693,0.015979993,0.016814023,0.082127292,0.083466009,0.083389887,0.084098703,0.069493693,0.066991864
3328,0.028138782,0.028579817,0.053939252,0.055192263,0.037637548,0.039300888,0.016017052,0.016837406,0.082320041,0.08361214,0.083603415,0.084279468,0.06966153,0.067157494
3326,0.028086639,0.028523922,0.053823112,0.055065778,0.03758684,0.039227355,0.016035677,0.016849611,0.082461592,0.083718474,0.083770193,0.084436242,0.069825016,0.067317636
3324,0.027985444,0.02841635,0.053669919,0.054883228,0.037463837,0.039118456,0.016017736,0.016837848,0.082524899,0.083768334,0.083849775,0.084532669,0.069942511,0.06744132
3322,0.0278815,0.028285839,0.053526586,0.054711102,0.037327363,0.039012291,0.015986679,0.016822482,0.082554704,0.083817179,0.08389886,0.084608544,0.070037248,0.06753609
3320,0.027816928,0.028173919,0.053415137,0.054588577,0.037231272,0.03893318,0.015960805,0.016810928,0.082589738,0.083903071,0.083974292,0.084708519,0.070135703,0.067615677
3318,0.027793968,0.028098581,0.053323409,0.054510354,0.037181811,0.038880947,0.015936105,0.016792437,0.082621839,0.083996287,0.084063815,0.084826302,0.07022097,0.067681056
3316,0.027810924,0.028079959,0.053274055,0.054492652,0.037183296,0.03887771,0.015921242,0.016781174,0.082658751,0.084071055,0.08414875,0.084946696,0.070284618,0.067748848
3314,0.02788988,0.028151583,0.053340877,0.054593332,0.037265921,0.038968718,0.015944787,0.016812424,0.082748179,0.084155601,0.084257034,0.085077543,0.07036222,0.067849466
3312,0.028047194,0.02831929,0.053570137,0.054845666,0.037443052,0.039163885,0.01601608,0.01688715,0.082906429,0.084277172,0.084409987,0.085213584,0.070475871,0.067978633
3310,0.028273622,0.028552435,0.053939988,0.055229347,0.037692511,0.039432088,0.016116162,0.016970559,0.083096967,0.084426811,0.084583303,0.085333345,0.070596241,0.068097511
3308,0.02855799,0.028835392,0.054416068,0.055721048,0.038000215,0.039759669,0.016229828,0.01705034,0.083304341,0.08460485,0.084755256,0.085449724,0.070698241,0.068191968
3306,0.028895665,0.029182873,0.054989223,0.056314963,0.038374972,0.040158577,0.016350235,0.017145869,0.083551449,0.084830092,0.084931652,0.085597997,0.070800673,0.068281423
3304,0.029262537,0.029585046,0.055635157,0.056976916,0.038802206,0.040608862,0.016454864,0.017253575,0.083818277,0.085077813,0.085095946,0.085761715,0.07091355,0.06835977
3302,0.029619354,0.02998646,0.056296308,0.057641459,0.039232789,0.041053726,0.016520368,0.017336653,0.084029226,0.08528295,0.085202483,0.085882386,0.070998619,0.068387366
3300,0.029954114,0.030344807,0.056935553,0.058278003,0.039638212,0.041465821,0.016561158,0.017379943,0.08415535,0.085432327,0.085246505,0.085952299,0.071020888,0.068358247
3298,0.030286984,0.030671358,0.057565599,0.058908927,0.040034596,0.041868451,0.016614591,0.017411535,0.084255662,0.085585072,0.085279805,0.086024571,0.070999342,0.068322138
3296,0.030624912,0.030991752,0.058201779,0.059545326,0.040434592,0.042279809,0.016689804,0.017459306,0.084383637,0.085774298,0.085335626,0.086120041,0.070974952,0.06832168
3294,0.030945181,0.031304809,0.05882455,0.060155825,0.040815744,0.042683394,0.016766779,0.017522785,0.08452129,0.08595564,0.085396771,0.086200072,0.070963947,0.06835329
3292,0.031233522,0.031603749,0.05940759,0.060718029,0.041156855,0.043064898,0.016840658,0.017596088,0.084639108,0.086084709,0.08545641,0.086250054,0.070967477,0.068403558
3290,0.03150104,0.031896846,0.059940151,0.061244005,0.041466206,0.04342646,0.0169225,0.017678269,0.084747679,0.086176683,0.085540191,0.086308955,0.070987458,0.068470886
3288,0.031754438,0.032180525,0.060407499,0.061735521,0.041755697,0.043754812,0.017000871,0.017755035,0.084853777,0.086258061,0.085646286,0.086393444,0.071009715,0.068534988
3286,0.031984844,0.032427187,0.060793536,0.062169146,0.042022165,0.044025942,0.017049963,0.017808083,0.084933567,0.086325348,0.085731939,0.086469561,0.071010076,0.068559164
3284,0.032187149,0.03261835,0.061110425,0.062537756,0.042261441,0.044245707,0.017071862,0.017842794,0.084981161,0.086376943,0.085777083,0.086517543,0.070993293,0.068540249
3282,0.032356757,0.032761719,0.061384211,0.062856447,0.042468403,0.044440482,0.017090911,0.017875853,0.085025405,0.086427368,0.085802776,0.086557148,0.070990973,0.068513981
3280,0.03246871,0.03286274,0.061607252,0.06311597,0.042619853,0.044605761,0.017110182,0.017900488,0.085072149,0.086465446,0.085812894,0.086591172,0.071009833,0.068498881
3278,0.032497761,0.032910774,0.061748248,0.063280415,0.042691554,0.044710257,0.017112151,0.017897455,0.085085847,0.08645258,0.085779418,0.086589016,0.071019095,0.068477359
3276,0.032463398,0.032909571,0.061809722,0.063344608,0.042696792,0.044751881,0.01710003,0.017876041,0.085054738,0.086388192,0.085704345,0.086546908,0.071001067,0.068443914
3274,0.032411634,0.032883679,0.061820226,0.063338592,0.04266852,0.044753784,0.017093099,0.017859959,0.085010353,0.086319531,0.085628378,0.086495999,0.070969525,0.068418924
3272,0.032350166,0.032838887,0.061769319,0.063267432,0.042604922,0.044705541,0.017083377,0.017837881,0.084958195,0.086267284,0.085560204,0.086436209,0.070928005,0.068400117
3270,0.032245679,0.032750839,0.061612376,0.063104111,0.042476745,0.044569992,0.017042036,0.017774959,0.084855362,0.08619757,0.085462971,0.086330921,0.070857661,0.068351729
3268,0.032087691,0.03260767,0.061348662,0.062850846,0.042287683,0.044355061,0.016970197,0.017674714,0.084686877,0.086083869,0.085328595,0.086180656,0.070761194,0.068261855
3266,0.031911103,0.032434046,0.061040805,0.062553899,0.042083672,0.044123834,0.016905016,0.017587938,0.084506656,0.085942911,0.085203344,0.08603585,0.070676199,0.068168609
3264,0.031745379,0.032257518,0.060744354,0.06224712,0.041897081,0.043920939,0.016871185,0.017553019,0.08436986,0.085793752,0.085117809,0.085921479,0.070628602,0.06810985
3262,0.031580758,0.032079672,0.060462045,0.061930009,0.041720101,0.043735889,0.016858203,0.017560482,0.08427155,0.085635088,0.085048391,0.085813432,0.070608471,0.068083391
3260,0.031394461,0.031890985,0.060170248,0.06160147,0.041532996,0.043543903,0.016842732,0.017576283,0.084174123,0.085474629,0.084965303,0.08569856,0.07059647,0.068066656
3258,0.031180802,0.031689221,0.059848351,0.061265186,0.041323314,0.043336965,0.016804509,0.017568955,0.084051806,0.085331248,0.084867442,0.085592221,0.070574807,0.068039236
3256,0.030945379,0.031469661,0.059480026,0.060899071,0.041076096,0.043104427,0.016724031,0.017511871,0.083886055,0.085192836,0.084751084,0.085480634,0.070507847,0.067973406
3254,0.030699178,0.031222693,0.059071705,0.060477174,0.040786314,0.042830726,0.016600754,0.017398201,0.08366561,0.085022971,0.08459861,0.085318061,0.070364913,0.06784592
3252,0.03046781,0.030957689,0.05867374,0.060032547,0.040489076,0.042530536,0.01647569,0.017266312,0.083418008,0.084823655,0.084421061,0.085106408,0.070178068,0.067679935
3250,0.030275816,0.03070627,0.058336168,0.059640232,0.040238255,0.042245566,0.016399613,0.017175739,0.083195628,0.08463648,0.084256277,0.084906461,0.070024605,0.067535509
3248,0.030115584,0.030492565,0.058045839,0.059330174,0.040050333,0.041998349,0.016378348,0.017148147,0.083012153,0.084472517,0.084106757,0.084747183,0.069935482,0.067442294
3246,0.029956146,0.030317184,0.057749801,0.059065182,0.039896986,0.041781754,0.016376158,0.017153113,0.082830982,0.08429352,0.083928654,0.084588792,0.069864435,0.067371812
3244,0.029785046,0.030171883,0.057434162,0.058806876,0.03974866,0.041592283,0.01636615,0.017151656,0.082626089,0.084072971,0.083698992,0.084398538,0.069760208,0.067283996
3242,0.029616838,0.030047259,0.057130891,0.058550285,0.03959325,0.04143337,0.016345629,0.017128382,0.082409512,0.083825352,0.083446182,0.084198205,0.069621972,0.067165607
3240,0.029461582,0.029923692,0.056854575,0.058288942,0.039418417,0.041285874,0.016309915,0.017081905,0.082189677,0.083567235,0.083199849,0.084007386,0.069466936,0.067014558
3238,0.02931695,0.029782052,0.056591021,0.058007848,0.039218814,0.04112128,0.016254186,0.017019185,0.081955427,0.083305261,0.082963792,0.083804786,0.069296036,0.066830785
3236,0.029189085,0.029627706,0.056342918,0.057722666,0.039019065,0.040945949,0.016198392,0.016963003,0.081711851,0.083063744,0.082746844,0.083574752,0.069114633,0.066636383
3234,0.029088873,0.02948222,0.056128186,0.057471861,0.038852007,0.040791167,0.016170128,0.016935829,0.081482414,0.082864903,0.082564936,0.083335358,0.068942714,0.066465181
3232,0.029009308,0.0293553,0.055935638,0.057262425,0.038719318,0.040662594,0.016163799,0.016933795,0.081268659,0.082681602,0.082402161,0.083097542,0.068784538,0.066320496
3230,0.02892504,0.029239079,0.055729756,0.057059228,0.038597267,0.04053106,0.016143119,0.016927244,0.081044274,0.082456614,0.082207959,0.08283673,0.068617994,0.066167252
3228,0.028821998,0.029132808,0.055508943,0.056842218,0.03847969,0.040382392,0.016092162,0.016895168,0.080804702,0.082182507,0.081957262,0.082541914,0.068435643,0.065983606
3226,0.02870684,0.029047483,0.05530848,0.056630889,0.038379348,0.040236172,0.016032987,0.016842136,0.080577052,0.081907023,0.081675813,0.08224814,0.068258891,0.065789702
3224,0.028584373,0.028977918,0.055135595,0.056438344,0.038286974,0.040103242,0.015983873,0.016780284,0.080364898,0.081648527,0.081390101,0.081984326,0.068091046,0.06560885
3222,0.028455016,0.028901634,0.054956962,0.056253832,0.0381755,0.039968364,0.015937545,0.016721832,0.080135782,0.081375289,0.081101331,0.081734434,0.067901578,0.06543604
3220,0.028331568,0.028811197,0.054758258,0.056077511,0.038045667,0.039823803,0.015886959,0.016683597,0.079875315,0.081079005,0.080815104,0.081474357,0.067676274,0.065255835
3218,0.028232455,0.028724494,0.054567762,0.055926413,0.037928898,0.039687172,0.015842604,0.016672643,0.079607612,0.080803838,0.080549808,0.081210113,0.067443761,0.065062498
3216,0.028155668,0.028652915,0.054406708,0.0557918,0.037837463,0.039572975,0.015811189,0.016665462,0.079344372,0.080573719,0.080299236,0.080950728,0.067226458,0.06484884
3214,0.028081028,0.028579526,0.054259613,0.055634426,0.037746155,0.039472463,0.015779654,0.016625209,0.079057639,0.080344369,0.0800278,0.080674778,0.067001355,0.064602488
3212,0.028002396,0.028485467,0.054113072,0.055444558,0.037635916,0.039375187,0.015737348,0.01654895,0.078729768,0.080064558,0.079724108,0.080359304,0.066740567,0.064331788
3210,0.027933264,0.028380497,0.053982648,0.055266426,0.037520828,0.039284994,0.015694478,0.016475159,0.078390919,0.079741562,0.079419457,0.080017952,0.066457202,0.064068668
3208,0.027875178,0.028289767,0.053879707,0.055139438,0.03741618,0.039202538,0.015662619,0.01643423,0.078079313,0.079411866,0.079132513,0.079681484,0.066177977,0.06382704
3206,0.027809156,0.028224039,0.053788769,0.05505255,0.037314599,0.039118724,0.015636167,0.01641593,0.077798739,0.079088685,0.078838191,0.079362307,0.065901044,0.063584334
3204,0.027730232,0.028178688,0.053698041,0.054979148,0.037214536,0.039037313,0.015608243,0.016397284,0.077536569,0.07877193,0.078514948,0.079057323,0.065614161,0.063321271
3202,0.02766193,0.028146165,0.053616186,0.054915571,0.037138654,0.038974924,0.015582948,0.016374126,0.07728293,0.07846851,0.078178102,0.07875502,0.065324944,0.06305052
3200,0.027624241,0.028116379,0.053543153,0.054861901,0.037101605,0.038930187,0.015558527,0.016351163,0.077012039,0.078172291,0.077842886,0.078426173,0.065042098,0.062789087
3198,0.02761186,0.028080009,0.053462387,0.054804062,0.037086463,0.038883616,0.015521662,0.016327983,0.076689053,0.077861043,0.077497392,0.078046587,0.064754043,0.062531396
3196,0.027614859,0.028043597,0.053377721,0.054740694,0.037071573,0.0388351,0.015472424,0.016308896,0.076320667,0.077536394,0.077135712,0.077644157,0.064454062,0.062267116
3194,0.027631707,0.028024342,0.053317551,0.054690442,0.037052405,0.038804271,0.015428476,0.016298445,0.075956486,0.077222667,0.07677188,0.077276273,0.064157325,0.06199414
3192,0.027657008,0.028029475,0.053294824,0.054661151,0.037029811,0.038794816,0.015397484,0.016282871,0.075627746,0.076916062,0.076407942,0.076953668,0.063872108,0.061704439
3190,0.027678495,0.02805246,0.053295667,0.054641495,0.037001626,0.038790644,0.015365464,0.016237673,0.075318561,0.076577569,0.076026096,0.076627273,0.063577752,0.0613835
3188,0.027697545,0.028090603,0.053315727,0.054635386,0.036979801,0.038792448,0.015324403,0.01616399,0.075007812,0.076196252,0.075630457,0.076264431,0.063255191,0.061039446
3186,0.027734238,0.028149706,0.053373041,0.054671287,0.036992688,0.038823739,0.01529212,0.01609478,0.074698427,0.075817945,0.075257862,0.0758946,0.062917042,0.060707664
3184,0.027801318,0.028226778,0.053474839,0.054762263,0.037054175,0.038890762,0.015288306,0.016054009,0.074389937,0.075486444,0.074925382,0.07555604,0.062585304,0.060409516
3182,0.02789393,0.028311038,0.053611258,0.054895733,0.037152893,0.038974441,0.015309996,0.016038914,0.074070015,0.075199621,0.074608864,0.075242876,0.062264998,0.060132336
3180,0.028007339,0.028404507,0.053786423,0.055070529,0.037276164,0.039068237,0.015340958,0.01604855,0.073750113,0.074939543,0.074288232,0.074927421,0.061956617,0.059858088
3178,0.02814182,0.028520449,0.054014166,0.055300925,0.03741961,0.039188126,0.015368728,0.016095278,0.073465229,0.074698954,0.073972621,0.074597111,0.061666965,0.059582985
3176,0.028287704,0.028659365,0.054277015,0.055572681,0.037570655,0.039339026,0.015385298,0.016172902,0.073220446,0.074457617,0.073665972,0.07424898,0.061389091,0.059300868
3174,0.028428,0.028804789,0.054530107,0.055837201,0.037710239,0.039503828,0.015384838,0.01624087,0.072973873,0.074175014,0.073346399,0.073877923,0.061095651,0.05899735
3172,0.028563745,0.028948141,0.054758639,0.056070757,0.037841657,0.039674545,0.015372351,0.016264184,0.072691535,0.073838509,0.073001693,0.073493113,0.060773214,0.058676678
3170,0.028718154,0.029100602,0.054994593,0.056304405,0.037993975,0.039862066,0.015365432,0.016251358,0.072384378,0.073489848,0.072652102,0.073121339,0.060441563,0.058368133
3168,0.028904408,0.029273226,0.055262826,0.056572024,0.038181708,0.040062417,0.015375814,0.016230241,0.072072074,0.073174631,0.072313975,0.072772124,0.060118059,0.058084618
3166,0.029105853,0.029462897,0.055548831,0.056864051,0.038383062,0.040248136,0.015397239,0.016205933,0.071749703,0.072890894,0.071972399,0.072423339,0.059787244,0.057797484
3164,0.029299035,0.029665945,0.055836911,0.057159875,0.038573903,0.040411749,0.015419722,0.016171402,0.071417564,0.072611044,0.071614134,0.072059631,0.059430495,0.05747505
3162,0.029478875,0.029884039,0.056139002,0.057468528,0.038759431,0.040583841,0.015442844,0.016142028,0.071105256,0.07232346,0.071254106,0.071696659,0.059061447,0.057124737
3160,0.029653563,0.030107954,0.056464686,0.057805137,0.038955907,0.040789714,0.015468415,0.01614786,0.070835173,0.072028622,0.070905968,0.071351537,0.058706385,0.056776311
3158,0.029831454,0.030316051,0.056798584,0.05815551,0.039162132,0.041018318,0.015493506,0.016195954,0.070588715,0.071722098,0.07055681,0.071017206,0.058369013,0.056441566
3156,0.030022321,0.03050226,0.057129961,0.058498233,0.039368021,0.041252743,0.015519029,0.016265208,0.070335297,0.071407584,0.07019631,0.070683291,0.058038785,0.056113367
3154,0.030231991,0.030685877,0.057469743,0.058837652,0.039572046,0.04149678,0.015549238,0.016331491,0.070067621,0.071101061,0.069838626,0.070350719,0.057712036,0.05578733
3152,0.030454756,0.030889557,0.057825263,0.059193399,0.039781856,0.041756928,0.015582511,0.01638564,0.069795227,0.0708113,0.069500652,0.070020276,0.057387504,0.055469311
3150,0.030682922,0.031120355,0.058186382,0.059572395,0.040008565,0.04202277,0.015613395,0.016427681,0.06952578,0.070534797,0.069181341,0.069691816,0.057057341,0.055166578
3148,0.030913902,0.031366044,0.058542346,0.059959039,0.040256885,0.042274504,0.015636555,0.016450882,0.06925912,0.070265511,0.068866813,0.069370974,0.056716431,0.054874217
3146,0.031141059,0.031601267,0.0588912,0.060327641,0.040516091,0.042499378,0.015645565,0.016445471,0.068987931,0.069994026,0.06854159,0.069058446,0.056372693,0.054573716
3144,0.031349814,0.031803433,0.059228542,0.0606618,0.040765268,0.042696197,0.015635641,0.016417301,0.068699868,0.069701423,0.068190912,0.068735001,0.056035427,0.054248669
3142,0.031538034,0.031976973,0.059551696,0.060972717,0.040995841,0.042878577,0.015614589,0.016390836,0.068391307,0.069378355,0.067810496,0.068379946,0.055701105,0.053903929
3140,0.031732622,0.032161545,0.059882433,0.061303296,0.041225309,0.043080319,0.015605798,0.016389607,0.06808148,0.069052281,0.067422718,0.068006355,0.055363597,0.05356442
3138,0.031964877,0.032398502,0.060257364,0.06169611,0.041475516,0.043336414,0.015627463,0.016414906,0.067793746,0.068765058,0.067061638,0.067648319,0.055026764,0.053245801
3136,0.032236907,0.032691688,0.060691186,0.062156681,0.041747593,0.043651923,0.01567452,0.016451192,0.067527618,0.068521645,0.066737651,0.067313968,0.054696454,0.052936414
3134,0.032533024,0.033016925,0.061175446,0.062664914,0.042037001,0.044004598,0.015732604,0.016492641,0.067271238,0.068290151,0.066437397,0.066982568,0.054371287,0.05262093
3132,0.032849165,0.033357446,0.061707103,0.063209394,0.042356262,0.044373476,0.015796434,0.016547407,0.067027849,0.068046529,0.066150035,0.066643141,0.05404636,0.052304707
3130,0.033189837,0.033711681,0.062290037,0.063789704,0.042720457,0.044753164,0.015865486,0.016616671,0.066805298,0.067792817,0.06587262,0.066308789,0.053720283,0.051999353
3128,0.033549004,0.034076021,0.062911661,0.064396244,0.043120924,0.045147316,0.015934854,0.016687538,0.066590657,0.067535612,0.065594503,0.06599279,0.053394561,0.051698963
3126,0.033920581,0.034446384,0.06355198,0.065019426,0.043537638,0.045566955,0.016004125,0.016754265,0.066366744,0.06728073,0.065304808,0.065697763,0.0530736,0.051392023
3124,0.034319656,0.034834631,0.064217233,0.065676329,0.04397049,0.046029578,0.016084525,0.016830979,0.066146778,0.067050354,0.06501643,0.065427584,0.052765115,0.051085331
3122,0.03476422,0.03525773,0.06493069,0.066396127,0.04443214,0.046538274,0.016182273,0.016930121,0.065958324,0.066869679,0.064753874,0.065180825,0.052468774,0.050791922
3120,0.035238936,0.035708324,0.065687563,0.067175963,0.044914603,0.047065887,0.016284604,0.017039683,0.065794413,0.066727959,0.06451199,0.064931425,0.052164903,0.050502984
3118,0.035701909,0.036156252,0.066450282,0.067974997,0.045388003,0.047577429,0.016373358,0.017133247,0.065612178,0.066577145,0.064249089,0.064642364,0.05182739,0.050194418
3116,0.036125959,0.036581327,0.067191553,0.068751659,0.045834,0.048060986,0.016441297,0.017194908,0.065381656,0.066375927,0.063928292,0.064303919,0.051450663,0.049855494
3114,0.036516955,0.036990699,0.06791427,0.069489875,0.046263877,0.048524299,0.016488341,0.017229757,0.065113285,0.066122006,0.063554491,0.063943583,0.051056397,0.04949418
3112,0.036893258,0.037398806,0.068623267,0.070191399,0.046698379,0.048971195,0.016513086,0.01725368,0.064833948,0.065839321,0.063163655,0.063592628,0.050670366,0.049117871
3110,0.037270661,0.03780882,0.069312959,0.070872669,0.047147164,0.049408872,0.016524138,0.01728432,0.064565454,0.065559219,0.062793421,0.063263261,0.0503065,0.048734125
