,Cr100,Cr100b,Cr10a,Cr10b,Cr20a,Cr20b,Cr40a,Cr40b,Cr60a,Cr60b,Cr80a,Cr80b,Amb,Ama
2152,0.01231026,0.011722321,0.018680675,0.019017942,0.015576798,0.016397756,0.009846675,0.010046727,0.032402615,0.033427743,0.032830507,0.033295379,0.028909261,0.028107465
2150,0.012235608,0.011694647,0.018795865,0.019099599,0.015636286,0.016280009,0.00989356,0.010054019,0.032597453,0.033554165,0.032890958,0.033371731,0.029079309,0.028241858
2148,0.01208152,0.011586152,0.018711346,0.018975323,0.015585484,0.01609864,0.009761554,0.010020072,0.032613581,0.033553111,0.032866469,0.033233603,0.029104906,0.028262177
2146,0.011879953,0.011392401,0.018490735,0.018702727,0.015464511,0.015898635,0.009510871,0.009930022,0.032430754,0.033391323,0.032731211,0.032945491,0.028939888,0.028187754
2144,0.011723084,0.011224679,0.018290374,0.01848168,0.015388757,0.015771412,0.009336582,0.009861341,0.03222614,0.033210437,0.03259476,0.032731395,0.028733775,0.028128819
2142,0.011656231,0.01119258,0.018176981,0.018436766,0.01540656,0.015752252,0.009329253,0.00987427,0.032137258,0.033141522,0.032543331,0.032723812,0.028656169,0.028142733
2140,0.011643907,0.011308065,0.018105025,0.018525194,0.015466338,0.015792283,0.009401099,0.009955835,0.032120883,0.033169209,0.032554759,0.032854276,0.028730775,0.028176491
2138,0.011613387,0.01148809,0.018010545,0.0186009,0.015479571,0.015808699,0.009436035,0.010048814,0.032068961,0.033188894,0.032559551,0.032971814,0.028848315,0.028144625
2136,0.011511122,0.011617663,0.017873524,0.01853324,0.015386841,0.015742313,0.009407177,0.010089514,0.031969863,0.033131374,0.032515225,0.03298527,0.028896629,0.028030908
2134,0.01135491,0.011636154,0.017730777,0.018318009,0.015208041,0.015605063,0.009350588,0.01004889,0.031904126,0.033012831,0.032425727,0.03289743,0.028857287,0.027908262
2132,0.011241202,0.011588846,0.01766205,0.018099402,0.015048834,0.015486701,0.00931907,0.00997379,0.031936345,0.032907077,0.032346675,0.032778324,0.028800759,0.027872523
2130,0.011261972,0.011569877,0.017728008,0.018038442,0.015016312,0.01547678,0.009369874,0.009953658,0.032061947,0.0328885,0.032364339,0.032720355,0.028810068,0.027963202
2128,0.011408618,0.011614432,0.017902471,0.018156612,0.015116159,0.015572845,0.009524385,0.010022673,0.032231376,0.03298019,0.03252081,0.032775473,0.028911991,0.028139882
2126,0.011581996,0.011675761,0.018086695,0.018333517,0.015254266,0.015690513,0.009719608,0.01012557,0.032388226,0.033139216,0.032758397,0.032915719,0.029071375,0.028323328
2124,0.011691387,0.011700631,0.018192591,0.018440481,0.015335076,0.015758176,0.009846211,0.010193232,0.032498444,0.033295218,0.03297077,0.033067886,0.029239411,0.028459055
2122,0.011715274,0.011687304,0.018194664,0.018440322,0.015334924,0.015770265,0.009852015,0.01021517,0.03256631,0.033405745,0.033105737,0.033183678,0.029396319,0.028546226
2120,0.011672406,0.011656956,0.018111803,0.018365788,0.015285705,0.015751375,0.009779722,0.010211538,0.032621261,0.033471538,0.033184563,0.033256266,0.029542227,0.028615303
2118,0.011592159,0.011615929,0.01799164,0.018271525,0.015237716,0.015725974,0.009711118,0.010182659,0.032692205,0.033522054,0.03324382,0.033294316,0.029671463,0.028698974
2116,0.011530029,0.011576288,0.017914088,0.018227482,0.015247579,0.015739018,0.009708225,0.010134428,0.032795744,0.033602216,0.033308585,0.033322471,0.029779624,0.028825066
2114,0.01155372,0.011576416,0.017946052,0.018290811,0.015346771,0.015842656,0.009794693,0.010117524,0.032930744,0.033744346,0.033405159,0.033390152,0.029877817,0.029003511
2112,0.01167405,0.011643542,0.0180674,0.018441244,0.015496364,0.016022407,0.009943287,0.010181508,0.033068673,0.033922558,0.033536698,0.033528674,0.029971742,0.029199178
2110,0.011816697,0.011750886,0.018176741,0.018577051,0.015607786,0.016173364,0.01007396,0.010297624,0.03316439,0.03405288,0.033642992,0.033696282,0.030037213,0.029336445
2108,0.011898347,0.011845149,0.018199921,0.018616702,0.015638836,0.016199795,0.01011496,0.01038237,0.033201674,0.034076172,0.03365019,0.033810273,0.030050192,0.029361224
2106,0.011899932,0.011895482,0.018151236,0.018566975,0.015628621,0.016105468,0.010072953,0.010388677,0.03320595,0.034017345,0.033567075,0.033829998,0.030029254,0.029287809
2104,0.01183852,0.011889252,0.018070065,0.018463338,0.015616881,0.015951475,0.010009561,0.010332692,0.033190546,0.033933033,0.033477496,0.033772893,0.03001264,0.029170991
2102,0.011718762,0.011815959,0.017966634,0.018311841,0.015588664,0.015783881,0.009958047,0.010248969,0.033123489,0.033835059,0.033430952,0.033665206,0.029999296,0.029053689
2100,0.011547295,0.011684099,0.017845761,0.01811992,0.015516239,0.015636001,0.009897683,0.010160143,0.032975205,0.033700787,0.033389101,0.033518888,0.029944742,0.028950176
2098,0.011360939,0.011530735,0.017722314,0.01792487,0.015401506,0.015547037,0.009806659,0.010083625,0.032778192,0.03353442,0.033295279,0.033353843,0.029822327,0.028858337
2096,0.011208375,0.011393285,0.017596478,0.017755683,0.015257039,0.015529551,0.009701913,0.010033261,0.032611398,0.033379467,0.033156722,0.033208959,0.029668637,0.028774142
2094,0.01111678,0.011286459,0.017463682,0.017610239,0.015092898,0.015543781,0.009615425,0.010009354,0.032534633,0.033281654,0.033035627,0.033124262,0.029558429,0.028705954
2092,0.011091014,0.011218608,0.017363891,0.017503854,0.014945327,0.015546895,0.009564081,0.010006593,0.032559494,0.033269615,0.032992565,0.033130423,0.029545096,0.02868207
2090,0.011121212,0.011202973,0.01735815,0.017486327,0.014869207,0.01554051,0.009550759,0.010023379,0.03266157,0.033351831,0.033055392,0.033240135,0.029625046,0.028726766
2088,0.011178706,0.011235077,0.017437871,0.017568312,0.014877989,0.015539097,0.00956568,0.01004843,0.032788058,0.033492796,0.033204753,0.033416981,0.029740021,0.028822488
2086,0.011231791,0.011282309,0.017515964,0.017674688,0.014928725,0.015528864,0.009579814,0.010056575,0.032870883,0.033609074,0.033367781,0.033569074,0.029811097,0.02891639
2084,0.01127864,0.011313933,0.017530386,0.017718572,0.014981476,0.015496235,0.009567207,0.010040463,0.03287692,0.03364005,0.033463321,0.033621951,0.029796204,0.028976051
2082,0.011335761,0.011322329,0.017504988,0.017694389,0.015031817,0.015468375,0.009541823,0.010023879,0.032840377,0.033614911,0.03347334,0.03359205,0.029722292,0.029015071
2080,0.011386726,0.011304505,0.017475618,0.017653368,0.015069596,0.015478646,0.009548912,0.010018858,0.03281754,0.033608516,0.033446396,0.033553336,0.029654263,0.029052268
2078,0.011402775,0.011268064,0.017441109,0.017638895,0.015082527,0.015526814,0.009626696,0.010011763,0.032838375,0.03365652,0.03344136,0.03356074,0.029650292,0.029090667
2076,0.011417218,0.011257725,0.017421039,0.017681661,0.015116132,0.015599779,0.00977665,0.010008156,0.032913234,0.033743624,0.033484967,0.033629424,0.029744648,0.029150584
2074,0.011492956,0.011310009,0.017454695,0.017785357,0.015228701,0.01567844,0.009947432,0.010039779,0.033037001,0.033843739,0.03356574,0.033744438,0.029932788,0.029268263
2072,0.011604935,0.011378744,0.017510166,0.017883287,0.015367096,0.015715071,0.010052699,0.010107989,0.033160333,0.033935218,0.033643136,0.033852699,0.030150342,0.029433054
2070,0.011640289,0.011368966,0.017485253,0.017867587,0.015386812,0.01566354,0.010042296,0.010168837,0.033201063,0.033994365,0.03366812,0.033884064,0.030296495,0.029566775
2068,0.011552865,0.011264974,0.017356865,0.01771511,0.015245144,0.015560903,0.009974276,0.010207442,0.033136725,0.03401925,0.03363046,0.033839623,0.030321584,0.029603872
2066,0.011433252,0.011157388,0.017240304,0.017533331,0.015075199,0.015508708,0.009966539,0.010264638,0.033047243,0.03403687,0.03357659,0.033817842,0.030275218,0.029556119
2064,0.011376566,0.01111897,0.017232034,0.017431964,0.015006956,0.015532463,0.010050888,0.010348581,0.033018138,0.034053407,0.033554791,0.033889402,0.03023967,0.029471395
2062,0.011369639,0.011129981,0.017288788,0.017413078,0.015020217,0.015543309,0.010131263,0.010391015,0.033042948,0.034036831,0.033565897,0.033994506,0.030248359,0.029384787
2060,0.01136741,0.011151814,0.017331306,0.017434405,0.015044146,0.01548768,0.010119577,0.010349668,0.033072527,0.033990191,0.033602122,0.034043209,0.030306024,0.029347697
2058,0.011393766,0.011188647,0.017371266,0.017506497,0.015090459,0.015445796,0.010042034,0.010285421,0.033114285,0.03399385,0.033698679,0.034065591,0.030445701,0.029438965
2056,0.011489027,0.011237633,0.017449013,0.017658162,0.015191938,0.015517208,0.009967982,0.010278553,0.033216267,0.03411907,0.033891874,0.034166859,0.030697268,0.02968038
2054,0.011622735,0.011264061,0.017536633,0.017867041,0.015301446,0.015688413,0.0099102,0.010329311,0.033381137,0.034331201,0.034141447,0.034361743,0.031005361,0.029973193
2052,0.011726495,0.011270705,0.01758575,0.018082841,0.015350198,0.015875459,0.009857716,0.010397304,0.033550877,0.034524281,0.034344629,0.034548055,0.031237501,0.03017901
2050,0.011773507,0.011318887,0.017604293,0.018268794,0.015349416,0.016031121,0.009854387,0.010488176,0.033667787,0.034634255,0.034438762,0.034649915,0.031296222,0.030252295
2048,0.011773697,0.011423986,0.017611656,0.018370629,0.015345949,0.01613509,0.009950323,0.010618332,0.033710875,0.034670736,0.034456535,0.034700691,0.031204026,0.030247875
2046,0.011722093,0.011488739,0.017570871,0.018302446,0.015315501,0.016129133,0.010075785,0.010716761,0.033681961,0.034652449,0.034463166,0.034748867,0.031068068,0.030214457
2044,0.011610586,0.011422563,0.017456948,0.018045604,0.015204192,0.015970572,0.010075141,0.01067289,0.033600596,0.034582212,0.034473082,0.034765154,0.030976483,0.030146798
2042,0.011467999,0.011275917,0.017347685,0.017724799,0.015055398,0.015735821,0.009902234,0.010494807,0.033505811,0.034493227,0.034456649,0.034706967,0.03094833,0.03004967
2040,0.011340997,0.011169606,0.017338683,0.017507487,0.014983042,0.015568142,0.009689061,0.010320549,0.033417867,0.034447786,0.034393511,0.034596697,0.03095977,0.029971023
2038,0.011278374,0.011161423,0.017421569,0.017467304,0.015046002,0.015538129,0.009614922,0.010275155,0.03332144,0.034480129,0.034303492,0.034486767,0.030989526,0.02995147
2036,0.011341299,0.011237322,0.017521584,0.017572639,0.015211738,0.015609234,0.009755754,0.010365247,0.033209788,0.034573171,0.034230848,0.034393953,0.031031927,0.02998071
2034,0.01152428,0.011337873,0.017568324,0.017722693,0.015375339,0.015688544,0.010031958,0.010483313,0.033094063,0.034667856,0.034179163,0.034292049,0.031059274,0.029999853
2032,0.011652352,0.011346532,0.017476849,0.017766639,0.015372172,0.015672659,0.010255896,0.01048411,0.032952742,0.034671589,0.034071644,0.034146127,0.030989568,0.029925243
2030,0.011509313,0.011166733,0.01719432,0.017602375,0.015091571,0.015517742,0.0102676,0.010308456,0.032750202,0.034507378,0.033824554,0.033943159,0.030746439,0.029696668
2028,0.01111044,0.010856836,0.01681794,0.017288902,0.014633494,0.015296395,0.010068194,0.010050798,0.032519842,0.034186304,0.033451085,0.033699743,0.030356199,0.029331497
2026,0.010700326,0.010573337,0.016517986,0.016952175,0.014230838,0.015111683,0.009790257,0.009849246,0.032342519,0.033798361,0.033043748,0.033446374,0.029938756,0.028919111
2024,0.010469564,0.01037437,0.016323977,0.016612561,0.013997483,0.014968944,0.009543859,0.009726119,0.032231688,0.033436508,0.032683381,0.033210421,0.029609234,0.028564248
2022,0.01040483,0.010194557,0.016120956,0.016230087,0.01385568,0.014807694,0.009345234,0.009605194,0.032119881,0.033161828,0.032412693,0.033014186,0.029415465,0.028342542
2020,0.010429118,0.010027966,0.015889974,0.015898664,0.013733925,0.014643504,0.00919785,0.009482221,0.031990545,0.033026047,0.032276485,0.032888465,0.029359797,0.028287682
2018,0.010549325,0.010002025,0.01580673,0.015840191,0.013713384,0.014582093,0.009162693,0.009474803,0.031939135,0.033064433,0.032320092,0.032868792,0.029434935,0.028385416
2016,0.010773141,0.01018635,0.015986608,0.016124814,0.01388171,0.014655765,0.009276386,0.009642781,0.032030169,0.033227274,0.032513537,0.032944585,0.029598127,0.028557971
2014,0.011007298,0.010455233,0.016286715,0.016538581,0.01416464,0.01477133,0.00946843,0.009872991,0.032174703,0.033381653,0.032741298,0.033037849,0.029748809,0.028697868
2012,0.011126259,0.01062085,0.016460709,0.01679701,0.014390691,0.014832819,0.009613233,0.009996301,0.032200579,0.033404419,0.032880625,0.033046499,0.029770682,0.028732274
2010,0.011085971,0.010627771,0.016424485,0.016804604,0.014464645,0.014835376,0.009656344,0.009972115,0.032025055,0.033266428,0.032876158,0.032926349,0.029612734,0.028653442
2008,0.010919496,0.010544533,0.016270179,0.016650619,0.014397135,0.014801101,0.009625016,0.009881826,0.031712215,0.033013604,0.03273814,0.032721117,0.029325119,0.028492738
2006,0.010691766,0.010445368,0.016101188,0.016457133,0.014239056,0.014707147,0.00955093,0.009804642,0.031410244,0.032720207,0.032532799,0.032527454,0.029029545,0.028300798
2004,0.010500324,0.010376447,0.015995932,0.016323749,0.014080162,0.014569538,0.009460309,0.009779284,0.031271227,0.032480356,0.032379743,0.03243864,0.028851505,0.028153731
2002,0.010405219,0.010344051,0.015997398,0.016281776,0.014001774,0.014456439,0.009379169,0.009800954,0.031344458,0.032356968,0.032353921,0.032473976,0.028837458,0.028108362
2000,0.01036267,0.010307969,0.016074692,0.016269012,0.014005398,0.014403849,0.009327596,0.00982871,0.031538125,0.032345225,0.03241027,0.032575897,0.028942566,0.02815918
1998,0.010286406,0.010224539,0.016133683,0.016194494,0.014023274,0.014386672,0.009310843,0.00982078,0.031700924,0.032402902,0.032450657,0.032674885,0.029089686,0.028259764
1996,0.010174325,0.010112074,0.016100681,0.016043411,0.014009101,0.014375483,0.009337705,0.009800278,0.031772005,0.032521086,0.032469603,0.032764275,0.029243574,0.028383942
1994,0.01012812,0.010048199,0.016002513,0.015909711,0.013996989,0.014388964,0.009436872,0.009856035,0.031830103,0.032733554,0.032577403,0.032898848,0.029424842,0.028537979
1992,0.010208633,0.010072299,0.015906123,0.015884468,0.0140275,0.014436059,0.009604483,0.010016446,0.031948921,0.03301554,0.032825114,0.033090218,0.029629486,0.028693751
1990,0.010369214,0.010164879,0.015864754,0.01598836,0.014103319,0.014502677,0.009795079,0.01020272,0.032105063,0.033272039,0.033118016,0.033284613,0.029804541,0.02880143
1988,0.010565,0.010329984,0.015942478,0.016218227,0.014238163,0.014616754,0.009985322,0.010346099,0.032269249,0.033466654,0.033364026,0.033464601,0.029936313,0.028895606
1986,0.010807567,0.010589024,0.016184172,0.016550435,0.014447418,0.01482033,0.010171541,0.010449955,0.032465329,0.03364844,0.033573814,0.033666123,0.03008088,0.029079426
1984,0.011079561,0.01089045,0.016540163,0.016888701,0.014688818,0.015087103,0.010317015,0.010527034,0.032693246,0.033834226,0.033759391,0.033885497,0.030278123,0.029378727
1982,0.011267033,0.01108596,0.01682545,0.017051809,0.014850262,0.015292445,0.010342743,0.010542645,0.032841043,0.033925463,0.033822012,0.03401807,0.03045224,0.029651152
1980,0.011247128,0.01104303,0.016837093,0.016898214,0.014833634,0.015294577,0.01019295,0.010457443,0.032748477,0.033786957,0.033626537,0.033919898,0.030429286,0.029678212
1978,0.011010394,0.010760143,0.016543867,0.016473146,0.014632669,0.015043471,0.009888906,0.010279579,0.032368235,0.033392981,0.03316892,0.03353184,0.030091484,0.029362182
1976,0.010634198,0.010343346,0.016080776,0.015964005,0.014301793,0.014591225,0.009514801,0.010041363,0.031833613,0.032871583,0.032608301,0.032955079,0.029529834,0.028821624
1974,0.010219859,0.009949571,0.015620263,0.015562673,0.013944772,0.014092236,0.00921452,0.009812099,0.03139009,0.032437933,0.032154916,0.032435466,0.029021024,0.0283104
1972,0.009869744,0.009717224,0.015258555,0.015347784,0.013689274,0.013731354,0.009128557,0.009699126,0.031210881,0.032237081,0.031927608,0.032188879,0.028780424,0.028016282
1970,0.009672407,0.009685605,0.015015751,0.015269598,0.013596857,0.013593118,0.009282615,0.009773702,0.031276092,0.032250047,0.031919825,0.032232097,0.028787919,0.027952032
1968,0.009660687,0.009770656,0.014902682,0.015229609,0.013604122,0.013613828,0.009529906,0.009969935,0.031397542,0.032325854,0.032025959,0.032381732,0.0288626,0.028001994
1966,0.009787103,0.009862224,0.014934455,0.015184994,0.013606604,0.013672381,0.009672216,0.0101282,0.031390644,0.032321663,0.032106852,0.032437782,0.028858607,0.028038388
1964,0.009980782,0.009959099,0.015126281,0.015211314,0.013616431,0.013749256,0.00968708,0.010194786,0.031278357,0.032250168,0.032118416,0.032391644,0.02878991,0.028030077
1962,0.01014609,0.01007325,0.015382629,0.015335698,0.013668096,0.01384689,0.009666615,0.010203957,0.031184622,0.032176471,0.032082763,0.032325211,0.028719234,0.027990136
1960,0.010189098,0.01011675,0.015516479,0.015443154,0.013689203,0.013897807,0.009643581,0.010159562,0.031143828,0.032105714,0.032012194,0.032244238,0.028652457,0.027913349
1958,0.010125614,0.010018549,0.015453704,0.015440349,0.013603024,0.013872874,0.009595149,0.010052803,0.031110778,0.032037785,0.031920092,0.032118472,0.028587405,0.02781362
1956,0.010089255,0.009861021,0.01530888,0.015385274,0.01346569,0.013850703,0.009541102,0.009938586,0.031075608,0.032024372,0.031845207,0.03198484,0.028558507,0.027745451
1954,0.010182687,0.009799258,0.01525497,0.01540997,0.013417628,0.013925113,0.009545626,0.009908444,0.031089434,0.032109644,0.031823206,0.031924085,0.028595035,0.027751355
1952,0.010326802,0.009852266,0.015301837,0.015514497,0.013480978,0.014037956,0.009591659,0.009950063,0.031142997,0.032223093,0.031813726,0.031934101,0.028656033,0.027790515
1950,0.010353105,0.009909179,0.015312353,0.015572723,0.013541791,0.014045277,0.009587679,0.009960831,0.031155244,0.032252422,0.031745227,0.031942012,0.028674212,0.027783936
1948,0.01019741,0.009898126,0.015188124,0.015500814,0.013505223,0.013906057,0.009495304,0.009889294,0.031088973,0.032178788,0.03161218,0.031906697,0.028628483,0.027702041
1946,0.009931847,0.009841471,0.014951846,0.015321261,0.013374589,0.013701861,0.009377551,0.009790001,0.031002671,0.0320654,0.031480529,0.031839281,0.028536371,0.027574926
1944,0.009674558,0.009779059,0.014728616,0.015128916,0.013213752,0.013533209,0.009304959,0.009728398,0.030958089,0.031934615,0.031392063,0.031731062,0.028404232,0.027440647
1942,0.009535018,0.009744245,0.014663165,0.015043108,0.013108066,0.013460241,0.009284614,0.009707959,0.030949078,0.031764005,0.031331552,0.031571039,0.028247662,0.027333547
1940,0.009587747,0.009803027,0.014816392,0.015138914,0.013147839,0.013526745,0.009341544,0.009755264,0.030986121,0.031624366,0.031329253,0.031460971,0.028148535,0.027315621
1938,0.009768425,0.009957463,0.015051636,0.015319828,0.013297235,0.013665106,0.009463291,0.009857781,0.031051636,0.031578316,0.031395681,0.031477172,0.028143902,0.027376735
1936,0.009901223,0.010093178,0.015153962,0.01539192,0.013395793,0.013713971,0.009554095,0.009916231,0.031063289,0.031566141,0.031449127,0.031534212,0.028164255,0.027408385
1934,0.009899908,0.010119697,0.015086994,0.015302861,0.013362633,0.013630332,0.009557455,0.009878553,0.030986517,0.031521676,0.031432362,0.031526937,0.02816129,0.027360639
1932,0.00985458,0.010084781,0.01499496,0.015191436,0.013282675,0.013539791,0.009516229,0.009803092,0.030876775,0.031467248,0.031384257,0.031467233,0.028167745,0.027307527
1930,0.009856825,0.010060611,0.014961272,0.015160979,0.013247307,0.013546668,0.009494807,0.009769226,0.030798089,0.031452339,0.031363018,0.031426875,0.028206253,0.027323931
1928,0.009822774,0.00997912,0.01484895,0.01508998,0.013183666,0.013553422,0.009476316,0.009760418,0.030731281,0.031447254,0.031351498,0.03140852,0.028218193,0.027365583
1926,0.009648211,0.00974829,0.014546594,0.014851102,0.012993482,0.013422562,0.009414551,0.009722637,0.03063802,0.031400579,0.031306206,0.031370101,0.028152248,0.027349881
1924,0.009457046,0.009482858,0.014264568,0.01461477,0.012784789,0.013244772,0.009343912,0.009687985,0.030570575,0.031359627,0.031255741,0.031337941,0.028068965,0.027302172
1922,0.009503524,0.009437924,0.014360259,0.014709624,0.012790089,0.013266216,0.009349535,0.009740189,0.030628104,0.031423286,0.031265069,0.031383845,0.028069593,0.027322811
1920,0.009810167,0.009672656,0.014866307,0.01516546,0.01304778,0.013551547,0.009434134,0.009865498,0.030801337,0.031568991,0.031310607,0.03148195,0.028140117,0.027415187
1918,0.010074715,0.009928922,0.015354529,0.015580194,0.01330859,0.013852152,0.009488469,0.00992803,0.030938464,0.031629983,0.031279621,0.031494872,0.02815781,0.027449782
1916,0.010021426,0.009933735,0.015369154,0.015545398,0.01332122,0.013876356,0.009433564,0.009843209,0.030921018,0.031505921,0.03113135,0.031360255,0.028065992,0.027345703
1914,0.009704322,0.009702956,0.014898514,0.015081126,0.013097827,0.013598953,0.009319092,0.009687963,0.030796589,0.031291823,0.030966708,0.031182832,0.027941564,0.027186246
1912,0.009360659,0.009434183,0.014291197,0.014517384,0.012811694,0.013212623,0.009227413,0.009577132,0.030673769,0.031129635,0.030884633,0.031075647,0.027862887,0.027092132
1910,0.009119965,0.009235258,0.013837134,0.014089901,0.012562625,0.012877287,0.00915463,0.009514224,0.0305638,0.031033716,0.030849128,0.031010963,0.027802171,0.027061246
1908,0.009009826,0.009126367,0.013649369,0.01387015,0.012401321,0.012687308,0.009088076,0.009469074,0.030442743,0.030970022,0.030796209,0.030929306,0.027718456,0.027023552
1906,0.009055316,0.009139852,0.0137419,0.013880039,0.012396831,0.012704416,0.009077931,0.009471339,0.030352353,0.03096055,0.030752376,0.030861262,0.027651793,0.026967896
1904,0.009189282,0.009233776,0.013968481,0.014022507,0.012496031,0.012830347,0.009111969,0.009501652,0.030300036,0.030975068,0.030724552,0.030814194,0.027624708,0.026905408
1902,0.009255755,0.009282276,0.014095812,0.014105995,0.012533738,0.012867651,0.009102787,0.00948307,0.030232428,0.030919452,0.030658896,0.030729253,0.027591623,0.026827606
1900,0.009190364,0.009229153,0.014044419,0.014046125,0.012452211,0.012771267,0.009038537,0.009424534,0.030151159,0.030785161,0.030557001,0.030607524,0.027531742,0.026753059
1898,0.009073493,0.009133005,0.013908738,0.013914566,0.012342465,0.012653315,0.008977931,0.009392354,0.030096036,0.03064843,0.030472661,0.03051715,0.027470177,0.026709705
1896,0.009011923,0.009066414,0.013808123,0.013824798,0.012300575,0.012609563,0.008951575,0.009397307,0.030068808,0.030561558,0.030420414,0.030492293,0.027421281,0.026690049
1894,0.009034122,0.009041525,0.013791961,0.013828221,0.012330714,0.012640927,0.008947773,0.009395437,0.030043025,0.030519739,0.030370687,0.030506609,0.027379035,0.026671258
1892,0.009111015,0.009050138,0.013846699,0.013910482,0.012388096,0.012708396,0.008970986,0.009378563,0.03002621,0.030520617,0.030323941,0.030536596,0.027357222,0.026660213
1890,0.009204956,0.009096112,0.013943079,0.014027932,0.012442402,0.012791266,0.00905318,0.009399741,0.030053958,0.030581829,0.030322117,0.030584474,0.02738531,0.026682914
1888,0.009248339,0.009140415,0.014001124,0.014091515,0.012443177,0.012827039,0.009156314,0.00944965,0.030084044,0.030646213,0.030342682,0.030602498,0.027432754,0.026713895
1886,0.009189157,0.00912305,0.013948101,0.014035238,0.012353868,0.012755326,0.009206288,0.00946408,0.030040562,0.030623351,0.030316188,0.03053397,0.027430412,0.026708696
1884,0.009067953,0.009051957,0.013811514,0.013903491,0.01221706,0.01261082,0.009181031,0.009412265,0.029919821,0.030501385,0.030223443,0.030398862,0.027352248,0.02666402
1882,0.008971504,0.008985624,0.013673184,0.013788622,0.012108901,0.012482862,0.009118139,0.009323761,0.029793379,0.030354553,0.030112839,0.030270348,0.027232372,0.026601566
1880,0.008938582,0.008953593,0.013591942,0.013732079,0.012065835,0.012428095,0.009073936,0.009258349,0.029733048,0.030261823,0.030053827,0.03020426,0.0271353,0.026540568
1878,0.008966241,0.008962605,0.01360988,0.013752534,0.012096786,0.012454472,0.00907241,0.009249631,0.029737263,0.03022692,0.030070763,0.030193622,0.027107656,0.026492803
1876,0.009081046,0.009056491,0.013791359,0.013919854,0.012241422,0.012582782,0.00910695,0.009298412,0.029763654,0.030209356,0.030141745,0.03020845,0.02715362,0.02647683
1874,0.009295675,0.009260262,0.014122368,0.014254023,0.012511493,0.012818481,0.009160513,0.009386959,0.02979793,0.030195263,0.030234982,0.030240806,0.027235129,0.026502268
1872,0.009465822,0.009431992,0.01434814,0.01451996,0.012745469,0.013026633,0.009213159,0.009484138,0.029849897,0.030203596,0.030319623,0.030289857,0.02728446,0.026541259
1870,0.00933102,0.009303916,0.014111738,0.014331352,0.012640456,0.012940126,0.009198815,0.009504678,0.029843053,0.030198659,0.030307624,0.030279956,0.027203201,0.026505908
1868,0.008925507,0.008903934,0.013546087,0.013774916,0.01220222,0.012567311,0.009076034,0.009395464,0.029701612,0.03013443,0.030134974,0.030135195,0.026982292,0.026358889
1866,0.008581585,0.008573169,0.013147882,0.013344099,0.011801888,0.012240975,0.008947231,0.009267724,0.029540224,0.030077667,0.029922751,0.029960778,0.026792405,0.02622049
1864,0.00842866,0.008456032,0.012990925,0.013162274,0.011601948,0.012058772,0.008876513,0.009196258,0.029455569,0.030063477,0.029799025,0.029882434,0.026748196,0.026171992
1862,0.008390529,0.008466953,0.012904689,0.013080173,0.011520485,0.011924838,0.008819017,0.00913806,0.029407761,0.030033813,0.029738347,0.029869459,0.026780622,0.026152026
1860,0.008402713,0.008509314,0.012865011,0.013031639,0.011491544,0.011835549,0.008760008,0.009077898,0.02935839,0.029953677,0.029676593,0.029850116,0.026790691,0.026100359
1858,0.008442377,0.008542036,0.012890228,0.013020014,0.011488286,0.011811721,0.008712772,0.009028063,0.029298493,0.029834441,0.029582048,0.029794495,0.026743257,0.026020632
1856,0.008503011,0.008565637,0.01298132,0.01307083,0.011507534,0.01185872,0.008703829,0.0090158,0.029252431,0.029731485,0.029476077,0.029721914,0.026675634,0.025962167
1854,0.008547306,0.008564388,0.013071359,0.013143871,0.011523415,0.011929467,0.008750657,0.0090543,0.02923459,0.029688983,0.02941204,0.029673457,0.026648473,0.025962362
1852,0.008573173,0.008551479,0.01313512,0.013221432,0.011536278,0.011995845,0.00886139,0.009147451,0.029238729,0.029715808,0.02943728,0.029689849,0.026687489,0.026017647
1850,0.008683281,0.008632895,0.013293352,0.01342984,0.011629359,0.012116296,0.009009568,0.009272497,0.029256896,0.029794786,0.029557374,0.029791063,0.026762444,0.026089346
1848,0.008985942,0.008913218,0.01368745,0.013908257,0.011898609,0.012378947,0.009166402,0.009417517,0.029333027,0.029933177,0.029749875,0.029974215,0.026829198,0.026148637
1846,0.009383603,0.009291314,0.01424097,0.014514278,0.012266633,0.012737215,0.009303674,0.009574199,0.02948702,0.030108045,0.029940934,0.030164293,0.026851795,0.026181446
1844,0.009565639,0.009469631,0.014583444,0.01481185,0.012448881,0.012931393,0.009321706,0.009636531,0.029576225,0.030152465,0.029957165,0.030170064,0.026779969,0.02613459
1842,0.009327089,0.009255737,0.014364214,0.014474688,0.01225356,0.012749293,0.00919784,0.009553265,0.029490769,0.029967406,0.029747708,0.029942756,0.026635485,0.026004716
1840,0.008830312,0.008801154,0.013673486,0.013686732,0.011818278,0.012282073,0.009050843,0.009424085,0.029302279,0.029684313,0.029487112,0.029679066,0.026516567,0.025878905
1838,0.008454307,0.00846033,0.013051498,0.013048118,0.011481296,0.011873366,0.008974558,0.009345597,0.029121874,0.02946951,0.029322854,0.029522809,0.026464365,0.025813721
1836,0.008427543,0.008443638,0.012959075,0.01299844,0.011466807,0.011808621,0.008949594,0.009311008,0.028979312,0.029343181,0.029231723,0.029422678,0.026430124,0.025779265
1834,0.008689342,0.008689888,0.013395469,0.013477702,0.011743132,0.012100202,0.008921506,0.00927804,0.028865724,0.029246402,0.029138851,0.029295378,0.026360794,0.025729904
