,Cr100,Cr100b,Cr10a,Cr10b,Cr20a,Cr20b,Cr40a,Cr40b,Cr60a,Cr60b,Cr80a,Cr80b,Am b,Am,Whey_a,Whey_b,W10a,W10b,W20a,W20b,W40a,W40b,W60a,W60b,W80a,W80b
3008,0.035178536,0.035705685,0.062518802,0.064082663,0.043504858,0.045714957,0.014803308,0.015504352,0.048937638,0.04977891,0.046902525,0.047256415,0.037009573,0.035935173,0.043510794,0.044126746,0.032608657,0.03374028,0.038758454,0.039752712,0.037240298,0.03824302,0.036262405,0.036891163,0.039405103,0.040106114
3006,0.034784499,0.0352956,0.061768309,0.063302251,0.043019046,0.045193416,0.014651063,0.015345858,0.048665448,0.049462987,0.046650206,0.047020321,0.036874029,0.03577347,0.043376983,0.04397352,0.032500346,0.033630197,0.038622335,0.039600871,0.037094253,0.038108137,0.03611219,0.036730057,0.03923031,0.039923117
3004,0.034395293,0.034903876,0.061023942,0.062544376,0.042559174,0.044684881,0.014524626,0.015202525,0.048432705,0.049167812,0.046438489,0.046832692,0.036762398,0.035641992,0.043288852,0.043853271,0.032417937,0.033530526,0.03851128,0.039473352,0.036978662,0.037986904,0.035988656,0.036600862,0.039105557,0.039797481
3002,0.034036064,0.034550732,0.060334048,0.061842992,0.042151759,0.044228975,0.014451292,0.015101637,0.048250959,0.048928426,0.046280774,0.046706926,0.036686515,0.035559174,0.043258958,0.043800336,0.032378641,0.033464331,0.038441802,0.039395987,0.036915359,0.037906541,0.035905417,0.03652413,0.039043975,0.039734054
3000,0.033705563,0.034219763,0.059703295,0.061194505,0.041784785,0.043830919,0.01441232,0.015046213,0.048103423,0.048749122,0.046163733,0.046613423,0.036640211,0.035519731,0.04327949,0.043820809,0.032385758,0.033452187,0.038423476,0.039381353,0.03689905,0.037869566,0.035861183,0.036493828,0.039029582,0.039716053
2998,0.033384104,0.033883963,0.05909409,0.060559802,0.041424716,0.043458628,0.014366394,0.015015577,0.047956912,0.048603315,0.04606046,0.046507217,0.03660703,0.035503494,0.043347964,0.043904002,0.032429258,0.033497388,0.038458144,0.039424854,0.036908281,0.037861962,0.035848363,0.03648253,0.039032059,0.039717794
2996,0.033060405,0.033544572,0.058479464,0.05991783,0.041055486,0.043080978,0.014295963,0.014983457,0.04779839,0.04846988,0.045962817,0.046380288,0.036577838,0.035493192,0.043478967,0.044046119,0.03249696,0.033585545,0.038541189,0.039516925,0.03692894,0.037881277,0.035865124,0.036468759,0.039031037,0.039722535
2994,0.032735716,0.033224959,0.057865168,0.059284511,0.040680702,0.042690191,0.01421311,0.014930076,0.047645439,0.048349482,0.04588373,0.046263552,0.03655227,0.035478969,0.043691652,0.04425899,0.032588583,0.033705664,0.038670883,0.039655941,0.036966803,0.03794059,0.035914843,0.036458173,0.039025023,0.0397302
2992,0.032415215,0.032936765,0.057268072,0.05867979,0.040304833,0.042295653,0.014132435,0.014850312,0.047523186,0.048249792,0.045835625,0.046184348,0.0365311,0.035459572,0.043995067,0.044561062,0.032721701,0.033869606,0.038859715,0.039851718,0.037042002,0.038048125,0.035999028,0.036480057,0.039026688,0.03975381
2990,0.032116535,0.032677123,0.05671383,0.058119953,0.039944072,0.041923179,0.014062156,0.014763643,0.047446759,0.048179183,0.045824824,0.046147635,0.036521252,0.035451109,0.044390414,0.04496777,0.03292447,0.03410479,0.039131281,0.040122395,0.037175408,0.038199949,0.036116625,0.036566737,0.039056685,0.039811317
2988,0.031874462,0.032452303,0.056253539,0.057648203,0.039641998,0.041614462,0.014013485,0.01470459,0.047420799,0.048152131,0.0458567,0.046151991,0.036541325,0.03548007,0.044879863,0.045486498,0.033216709,0.034427228,0.039498196,0.040484231,0.037375779,0.038393731,0.036266025,0.036730062,0.039132093,0.039912936
2986,0.031711351,0.032275623,0.055934993,0.05732201,0.03943529,0.041397169,0.013993008,0.014687465,0.04743624,0.048174861,0.045924625,0.046192845,0.0366041,0.035550432,0.045464035,0.046109687,0.033591533,0.034826232,0.039943031,0.040934282,0.037632924,0.038635019,0.036442123,0.036948222,0.039249821,0.040048991
2984,0.031607458,0.032140462,0.055740699,0.057142445,0.039304326,0.041252906,0.013988451,0.014689375,0.047470862,0.048225599,0.046002472,0.046250189,0.036695645,0.03562919,0.046134139,0.046812957,0.03401879,0.03527789,0.040429707,0.041445729,0.037925053,0.038927601,0.03663661,0.037179191,0.039388424,0.040197023
2982,0.031517,0.032015072,0.055581593,0.057021495,0.039184267,0.041131622,0.013979616,0.014678825,0.047508963,0.04827076,0.046067349,0.04629959,0.03678732,0.035681464,0.046876619,0.047572023,0.034474651,0.035768404,0.040937415,0.041992148,0.038237417,0.039268425,0.036847155,0.037396883,0.039534038,0.040347117
2980,0.031405334,0.031867335,0.055365063,0.056840969,0.039024281,0.040992608,0.013958964,0.014648095,0.04755561,0.048300991,0.046123431,0.04634039,0.036868512,0.035711045,0.047686224,0.048384854,0.034966961,0.036299207,0.041478441,0.042576538,0.038572364,0.039652588,0.037080867,0.037613489,0.039695958,0.040512532
2978,0.031256798,0.031683443,0.055052947,0.056533012,0.038816618,0.040816421,0.013927562,0.014604791,0.047617172,0.048331814,0.046188247,0.046394816,0.036953321,0.035750624,0.04856484,0.049266904,0.035522574,0.03687349,0.042078814,0.043223764,0.038938775,0.040072786,0.037343255,0.037860197,0.039888664,0.040707647
2976,0.031059045,0.031462981,0.054651007,0.056096283,0.038572603,0.040587263,0.013878009,0.014544053,0.047674695,0.048367456,0.046262532,0.046473506,0.037051595,0.035819381,0.049503554,0.050219556,0.036147767,0.037486008,0.042744871,0.043940043,0.039335362,0.040512273,0.037627511,0.038149373,0.040106801,0.040922384
2974,0.030803384,0.031209392,0.054171446,0.055559839,0.038296232,0.040290922,0.013801148,0.014451692,0.047699201,0.048389441,0.046331889,0.046560194,0.037151181,0.035910357,0.050477322,0.051216687,0.036813573,0.038129677,0.043455263,0.044694583,0.0397524,0.040951746,0.03792202,0.038467218,0.040330633,0.041132161
2972,0.030498383,0.030927104,0.053623335,0.054954561,0.037984803,0.03993087,0.013707306,0.014332884,0.047694251,0.048391509,0.046395182,0.046640058,0.037241309,0.036017448,0.051466252,0.052231626,0.037486911,0.038806401,0.044184494,0.04545069,0.040188379,0.041391215,0.038226922,0.038803231,0.040553808,0.041333153
2970,0.030162413,0.030615617,0.053018368,0.054304595,0.037634242,0.039523169,0.013619468,0.014215148,0.047700671,0.048402782,0.04647109,0.046727239,0.037339762,0.036151931,0.052469535,0.05326043,0.038161273,0.039520753,0.04492247,0.046198006,0.040651813,0.041853009,0.038554453,0.039168671,0.040792006,0.041553146
2968,0.029805372,0.030268465,0.052369664,0.053627082,0.037242296,0.03907773,0.013545382,0.014119262,0.047757576,0.048462139,0.046578975,0.046854911,0.037481442,0.036328031,0.053481709,0.0542982,0.03884215,0.040260011,0.045664388,0.046937549,0.041141875,0.042353477,0.038913761,0.039577618,0.041065623,0.041824027
2966,0.029434533,0.029890799,0.051696478,0.052943409,0.036823277,0.038607946,0.013474843,0.014043344,0.047879514,0.048585807,0.046732565,0.047048232,0.037686144,0.036549531,0.054458059,0.055298551,0.039510994,0.040985137,0.046387665,0.047646538,0.041637213,0.042877945,0.039301845,0.04002141,0.041386453,0.04215501
2964,0.029069356,0.029512669,0.051035132,0.052289831,0.036413347,0.038152018,0.013401853,0.013976245,0.048068483,0.048769847,0.046948424,0.047309785,0.03794903,0.036814519,0.05531669,0.05617492,0.040119747,0.041641114,0.047045118,0.048276668,0.042109056,0.043387533,0.039705656,0.040469955,0.04175682,0.042534138
2962,0.028733062,0.029171508,0.050433092,0.051705547,0.03604469,0.03775741,0.013333055,0.013913921,0.048322879,0.049012157,0.047242449,0.047625125,0.038260768,0.037121794,0.055975741,0.056842094,0.040618522,0.042172165,0.047580834,0.048783818,0.042537995,0.043844015,0.040105506,0.040892183,0.042168755,0.042945654
2960,0.0284378,0.028885283,0.049926444,0.051209888,0.035723659,0.037443501,0.013277897,0.013861804,0.048631989,0.049321179,0.047618414,0.047984789,0.038626088,0.037471789,0.056385155,0.057248502,0.0409783,0.042535056,0.04795531,0.049147674,0.042914752,0.044226492,0.040481459,0.041271801,0.042606736,0.043382687
2958,0.028191106,0.028650384,0.0495256,0.050799312,0.035447903,0.037196833,0.013245424,0.013830685,0.048984481,0.049707305,0.048070589,0.048404708,0.039058153,0.037871,0.056535806,0.05738166,0.041192398,0.042717284,0.048164739,0.049369951,0.043235291,0.044535608,0.040827848,0.041612313,0.043063676,0.043850443
2956,0.028001857,0.028455157,0.049216207,0.050462166,0.035228044,0.036997398,0.013245865,0.013831492,0.04938968,0.05017172,0.048593327,0.048917011,0.039560802,0.038334334,0.056459495,0.057270588,0.041273457,0.042752364,0.048243749,0.04947244,0.043506003,0.044792189,0.041162872,0.041935263,0.043553236,0.044361497
2954,0.027859803,0.028283113,0.048965152,0.050184332,0.035068708,0.036828588,0.013277778,0.013865574,0.049870475,0.050699827,0.049176992,0.04953003,0.040120706,0.038870012,0.056224955,0.056992072,0.041253936,0.04270828,0.048249299,0.049498886,0.043749912,0.045029395,0.041516843,0.042269287,0.044094453,0.044923107
2952,0.027724496,0.028114596,0.048736833,0.049947721,0.034943421,0.036669092,0.01331775,0.013919248,0.050428132,0.051266199,0.049802801,0.050206687,0.040715596,0.039462092,0.055926312,0.056662455,0.041184297,0.042654575,0.048242226,0.049508303,0.044000741,0.045281971,0.041912232,0.042635953,0.04468759,0.045529063
2950,0.027559991,0.027942513,0.048518768,0.049739096,0.034817364,0.03650276,0.013340071,0.013972772,0.051032227,0.051853222,0.05045711,0.050897159,0.041328692,0.040080579,0.055672152,0.056411588,0.041130816,0.042646022,0.048284753,0.049563986,0.044292168,0.045583861,0.042360532,0.043049142,0.045319378,0.046169891
2948,0.027374127,0.027780449,0.048327054,0.049557379,0.034688376,0.036339877,0.013345367,0.014014561,0.051653765,0.052465641,0.051146118,0.051587299,0.041958191,0.040711472,0.055577912,0.056353786,0.041173576,0.04273549,0.048444846,0.049729799,0.044654616,0.045970522,0.042872421,0.043527247,0.045990125,0.04685019
2946,0.027202537,0.027641014,0.048174931,0.049398973,0.034578962,0.036207408,0.013354292,0.014044177,0.052290489,0.053118518,0.051880038,0.052298774,0.042614979,0.041364939,0.055745827,0.056565743,0.041390145,0.042982116,0.048784028,0.050065522,0.045114187,0.046470946,0.043457526,0.044094366,0.046716262,0.047585314
2944,0.027061379,0.027513008,0.048043744,0.049241961,0.034491565,0.036113707,0.013375877,0.014066485,0.052948792,0.05380948,0.052644192,0.053045082,0.04330944,0.042049664,0.056229245,0.057075372,0.041822972,0.043431486,0.049332233,0.050609359,0.045685963,0.047093311,0.044113738,0.044762006,0.047500489,0.048377922
2942,0.026938114,0.027375271,0.047897655,0.049061198,0.034398623,0.036038281,0.01340102,0.014090145,0.05361765,0.054511167,0.053400233,0.053806286,0.044037365,0.042749677,0.057010803,0.057865316,0.042460899,0.044091788,0.050077713,0.051360937,0.046368174,0.047824403,0.044827818,0.045515522,0.0483157,0.049207269
2940,0.026820149,0.027225483,0.047715394,0.048852223,0.034276264,0.03595527,0.013425825,0.014127092,0.054271798,0.05518886,0.054113232,0.054544735,0.044773783,0.043430456,0.058018863,0.058885778,0.043258367,0.044934213,0.050979433,0.052283289,0.047143392,0.04864117,0.04558591,0.046321967,0.049124915,0.050043486
2938,0.026702484,0.027074191,0.047487795,0.048618229,0.034121123,0.035845887,0.01345739,0.014179366,0.054880894,0.055808068,0.05475817,0.055219374,0.045472078,0.044054173,0.059161495,0.060059533,0.044165123,0.04590507,0.051978055,0.053313187,0.047976748,0.049508299,0.046366716,0.047140075,0.049896755,0.050855488
2936,0.026568535,0.026914989,0.047196465,0.048339373,0.033932228,0.035688188,0.013490798,0.014225073,0.055399348,0.056322954,0.055300835,0.055779074,0.046068559,0.044582472,0.060343986,0.061280402,0.045127926,0.04692855,0.052995852,0.054364109,0.048809579,0.050364437,0.047119843,0.04791659,0.05058868,0.051595848
2934,0.02639322,0.026723854,0.046824114,0.047983745,0.033701972,0.035460118,0.013501935,0.014229293,0.055765395,0.056679689,0.055696047,0.056169358,0.04650172,0.04497799,0.061473502,0.062431616,0.046076408,0.047913688,0.053946323,0.055336331,0.049567308,0.051131428,0.047768859,0.048587976,0.051136654,0.052195435
2932,0.026170673,0.026489449,0.046383598,0.047550103,0.033429852,0.035160385,0.013471772,0.014173551,0.055933719,0.056846242,0.055913185,0.056362833,0.046741695,0.045215531,0.062472598,0.06342655,0.046931748,0.048780991,0.054759206,0.056149092,0.05018583,0.051748946,0.048249783,0.049101948,0.051486718,0.05259338
2930,0.025918106,0.02622545,0.045911969,0.047074863,0.033125572,0.034810786,0.013402599,0.014069936,0.055906811,0.056831346,0.055950859,0.056372394,0.046803962,0.045290266,0.063288919,0.064225389,0.047631261,0.049482175,0.055390003,0.056764624,0.050628085,0.052189516,0.048541478,0.049434382,0.051633645,0.052772327
2928,0.025652518,0.025953336,0.04543808,0.046595131,0.032799952,0.034437641,0.013307236,0.013948795,0.055728229,0.056671469,0.055829055,0.056231667,0.04673319,0.045216582,0.063878736,0.064801853,0.048130916,0.049985123,0.055801907,0.057169664,0.050874832,0.052438519,0.048656526,0.049581249,0.051616452,0.052759422
2926,0.025384315,0.025689416,0.044974624,0.046125162,0.032470926,0.034066399,0.013199881,0.013839304,0.055454366,0.056409557,0.055583881,0.055978008,0.046574839,0.045028071,0.06418688,0.065108437,0.048388159,0.050249322,0.055954911,0.057339375,0.050913543,0.052481417,0.048615852,0.049545791,0.051480175,0.052600554
2924,0.02512861,0.025444418,0.044531499,0.045665428,0.032169178,0.033726017,0.013099922,0.013756354,0.055133282,0.056083308,0.055264272,0.055652226,0.046357193,0.044773284,0.064159764,0.065090653,0.048362035,0.050230549,0.055823175,0.057234297,0.050744297,0.052319158,0.048436184,0.049341154,0.05124855,0.052335936
2922,0.024895642,0.025216178,0.044110545,0.045209497,0.031910772,0.033431693,0.01302373,0.013693963,0.054791036,0.05571611,0.054910481,0.055290447,0.046089566,0.044493962,0.063775946,0.064723355,0.04803524,0.04990511,0.055411436,0.056831474,0.050385461,0.0519749,0.048128281,0.048993071,0.050925857,0.051988388
2920,0.024671458,0.024985574,0.043694881,0.044744017,0.031670874,0.033164225,0.012966414,0.013632337,0.054429753,0.055317771,0.054536076,0.054910854,0.045774604,0.044206142,0.063054549,0.064018399,0.047430685,0.04928474,0.054749998,0.056150846,0.04986822,0.051475809,0.047702304,0.048532,0.050519127,0.051569168
2918,0.024434069,0.024739026,0.043271267,0.044268035,0.031413251,0.032891351,0.01290845,0.013560165,0.054050302,0.054905791,0.054146663,0.054524501,0.04542773,0.04391358,0.062045232,0.063014432,0.046612926,0.048424405,0.05389168,0.055259143,0.049237573,0.050848978,0.04718538,0.04799297,0.05006128,0.051101025
2916,0.024192349,0.024495517,0.042862059,0.043816178,0.031144909,0.032614592,0.012847758,0.013491895,0.053682401,0.054523162,0.05377139,0.05416046,0.045088024,0.043636756,0.060827128,0.061784249,0.045681997,0.047428283,0.052921435,0.054258769,0.048561858,0.050146333,0.046635681,0.047428485,0.049612467,0.050635526
2914,0.02398653,0.02429455,0.042512519,0.043441116,0.030914906,0.032375522,0.012809343,0.013456925,0.053378065,0.054218196,0.05345545,0.053860512,0.04480543,0.043412542,0.059509021,0.060442269,0.044751098,0.046427803,0.051945881,0.053262217,0.047920734,0.049450083,0.046123654,0.04690433,0.04922911,0.050234698
2912,0.023847116,0.024157345,0.042249812,0.043169402,0.03075979,0.032212317,0.012815707,0.013471332,0.053169129,0.05400674,0.053224001,0.053644661,0.044613269,0.043263941,0.058207064,0.05911623,0.043904638,0.045524531,0.051051371,0.05235488,0.047366985,0.048832615,0.045692646,0.046466921,0.048929647,0.049930793
2910,0.023771011,0.024073885,0.042072569,0.042989934,0.030673965,0.032125574,0.01285937,0.013522608,0.053040747,0.053866759,0.053069446,0.053496105,0.044510168,0.043181827,0.057009057,0.057897389,0.043166881,0.044746361,0.050271443,0.05156908,0.046903526,0.048316981,0.045344264,0.046117622,0.048696214,0.049710089
2908,0.023739304,0.024027366,0.041973841,0.042884868,0.030634846,0.032089758,0.012913402,0.013581795,0.052952374,0.053769353,0.052972432,0.053385206,0.044465788,0.043138279,0.055954714,0.056816584,0.042514231,0.044063325,0.049597172,0.050890449,0.046504319,0.047885079,0.045061117,0.045826683,0.04850703,0.049537359
2906,0.023733726,0.024009871,0.041943401,0.042844896,0.030624368,0.032076235,0.012953777,0.013622521,0.052870074,0.05369649,0.05291262,0.053290921,0.044439337,0.043104544,0.055040299,0.055860802,0.041915579,0.043439156,0.049005792,0.050285443,0.046147932,0.047509758,0.044826911,0.045564971,0.048352112,0.049384225
2904,0.023741992,0.024021306,0.041958005,0.042859784,0.030630631,0.032071619,0.01297807,0.013643796,0.052790401,0.053644105,0.052875823,0.053213312,0.044409482,0.04306799,0.054238048,0.055008093,0.041362256,0.042865997,0.048479602,0.049732208,0.045832466,0.047176627,0.044631162,0.045326843,0.048229576,0.049245406
2902,0.023742266,0.024043489,0.041966849,0.042885565,0.030625275,0.032060047,0.01298523,0.013651904,0.052719022,0.053600323,0.052840423,0.053151464,0.044374656,0.043025836,0.053512549,0.054242602,0.040856541,0.042347556,0.04799796,0.049221732,0.045553406,0.046873746,0.044454714,0.045113807,0.048126376,0.049122613
2900,0.02372357,0.024053505,0.041927882,0.042867507,0.030591452,0.032031808,0.01298579,0.013659617,0.052674669,0.053565296,0.052804847,0.053116426,0.044356269,0.042996295,0.052842163,0.053558694,0.040401194,0.041885442,0.047547911,0.048759318,0.045304293,0.046599661,0.044289065,0.044934073,0.048039242,0.049028583
2898,0.02367851,0.024023911,0.041812899,0.042756967,0.03052508,0.031968668,0.012987823,0.013664114,0.05266329,0.05354082,0.05277418,0.053110347,0.044367895,0.042996174,0.052226236,0.0529505,0.039991872,0.041472721,0.047127438,0.048348631,0.045078178,0.046357956,0.044137747,0.044791252,0.047975354,0.048968134
2896,0.023593117,0.02392927,0.04160359,0.042530691,0.030422864,0.031845086,0.012987625,0.01364993,0.052662806,0.053516554,0.052741727,0.053111181,0.044397034,0.043019137,0.051677527,0.052407883,0.039621371,0.041101516,0.046742733,0.047983781,0.044872551,0.046145521,0.044003845,0.044679145,0.047937254,0.048924359
2894,0.023462529,0.023769231,0.041309513,0.042213378,0.030286855,0.031660183,0.012982935,0.01361882,0.052645433,0.053481023,0.052699726,0.053093887,0.044421727,0.043044493,0.051209826,0.051926766,0.039289273,0.040772294,0.046405191,0.047659526,0.044693601,0.045953535,0.043884573,0.044589013,0.04791627,0.048874621
2892,0.023301643,0.023571489,0.040971943,0.041862529,0.030126462,0.031445834,0.012977018,0.013590131,0.052596504,0.053426843,0.052643255,0.053046636,0.044425232,0.043049985,0.050829871,0.051517608,0.039004322,0.040490353,0.046124736,0.047378605,0.044546574,0.045777594,0.043772023,0.044510672,0.04789156,0.04880906
2890,0.023132148,0.023369496,0.040634555,0.041522511,0.029949913,0.031236753,0.01297189,0.013575961,0.052508991,0.053339825,0.052558674,0.052962474,0.044394296,0.043013506,0.050539114,0.051200413,0.038780845,0.04025958,0.045906411,0.047149766,0.044424083,0.045623386,0.043657854,0.044429297,0.047834915,0.048728799
2888,0.02295899,0.02317738,0.040306875,0.041192864,0.029750973,0.031035887,0.012958969,0.013564797,0.052361036,0.053185737,0.052413246,0.052817595,0.044308688,0.042910309,0.050339603,0.05099108,0.038628946,0.040080757,0.045750004,0.046980416,0.04430437,0.045492497,0.043532167,0.044322923,0.047716211,0.048622937
2886,0.022778453,0.022996201,0.039974606,0.040854154,0.029522392,0.03082719,0.012930437,0.013540902,0.05212327,0.052932126,0.052178717,0.052581547,0.044147749,0.042729402,0.050240732,0.050899407,0.038549292,0.039959989,0.045656693,0.046877907,0.044169951,0.045371825,0.043386936,0.044174572,0.047519569,0.048464129
2884,0.022601237,0.022831106,0.03963437,0.040508721,0.029278204,0.030609001,0.012892297,0.013504386,0.051790324,0.052582343,0.051856741,0.052246014,0.043903551,0.042486531,0.050258375,0.050936032,0.038537081,0.039913924,0.045631768,0.046850064,0.044025888,0.045245,0.043222362,0.043986405,0.047254796,0.048229926
2882,0.022444566,0.022685214,0.039295982,0.040175157,0.029045159,0.030392916,0.012852229,0.013459583,0.05138791,0.052170624,0.051464252,0.051826065,0.043579312,0.042202251,0.050397114,0.051103632,0.038585879,0.03995509,0.045671243,0.046890457,0.043889486,0.045107574,0.043042944,0.043772365,0.046941908,0.047917491
2880,0.022303733,0.022545601,0.038960758,0.03985629,0.028833754,0.030178994,0.012801138,0.013396677,0.050945703,0.051724801,0.051006071,0.051337716,0.043182082,0.041872336,0.050625696,0.051370287,0.038681963,0.040066037,0.04574521,0.046962945,0.043761422,0.044962219,0.04284583,0.043537038,0.046586028,0.047536723
2878,0.022155969,0.022396527,0.038627253,0.039542234,0.028635987,0.029959782,0.012725001,0.013303406,0.05047942,0.051251917,0.050486489,0.050796726,0.04273061,0.041481497,0.050873492,0.051658762,0.038796796,0.040193615,0.045802976,0.047013056,0.043617826,0.044804588,0.042619538,0.043272269,0.046181312,0.047104328
2876,0.021996624,0.02224473,0.038316578,0.039240816,0.028450277,0.029747131,0.01263166,0.013188862,0.050001389,0.05075847,0.049937929,0.050237189,0.042264884,0.041043453,0.05105767,0.051873892,0.038890104,0.040275242,0.045798137,0.046998154,0.043433567,0.044622834,0.042354232,0.042975065,0.045737984,0.046647573
2874,0.021851801,0.022114702,0.038063908,0.038978033,0.0282898,0.029569491,0.012545847,0.013078991,0.049529562,0.050263697,0.049408548,0.049705304,0.041829796,0.04060357,0.051116358,0.05194342,0.038922168,0.04027133,0.045705524,0.046899824,0.043203315,0.04440815,0.042048016,0.042656105,0.045287714,0.046197097
2872,0.02175017,0.022020669,0.037881221,0.038767391,0.028164816,0.029439501,0.012478175,0.012991784,0.049078394,0.049789173,0.048923048,0.0492279,0.041446543,0.040199805,0.05102474,0.051839966,0.038868164,0.040177684,0.045521819,0.046713928,0.042938649,0.044160806,0.041708808,0.04232873,0.04485967,0.045768486
2870,0.021696951,0.021957858,0.037746913,0.038598964,0.028071792,0.02934303,0.012418705,0.012929928,0.048653284,0.049350009,0.048479303,0.048803224,0.041109143,0.039841809,0.050802965,0.051586669,0.038734794,0.040023611,0.045268411,0.046451958,0.04265941,0.043891812,0.041362335,0.042003794,0.044466874,0.045362428
2868,0.021676111,0.021916641,0.037629701,0.038454877,0.027999084,0.029260242,0.012361881,0.012892236,0.048258665,0.048956254,0.048079778,0.048423786,0.040806067,0.039528896,0.050522997,0.051258548,0.038573052,0.039867412,0.044998321,0.046160398,0.042395589,0.043626537,0.041054361,0.041701341,0.044117425,0.044987059
2866,0.021660437,0.021886377,0.037500219,0.038311745,0.027927174,0.029176164,0.012315685,0.012874834,0.047900246,0.048607808,0.047738408,0.048089692,0.040532725,0.039262947,0.050292083,0.050965909,0.038465392,0.039780547,0.044783554,0.045918495,0.042185646,0.04340274,0.040826886,0.041453561,0.04382014,0.04466538
2864,0.021617644,0.021845886,0.037321861,0.038130948,0.027825682,0.029069267,0.012280591,0.012861795,0.047576601,0.048288875,0.047453628,0.047796005,0.040284788,0.03903564,0.050203068,0.050811147,0.038482698,0.039816834,0.044681448,0.045796932,0.042060112,0.043256046,0.040686397,0.041285104,0.043571449,0.044412414
2862,0.021523937,0.021767907,0.037059631,0.037875018,0.027668856,0.028912285,0.012239688,0.012829781,0.047279556,0.047982108,0.047198654,0.047524375,0.040054349,0.038825392,0.050287597,0.050845308,0.038642609,0.039987575,0.044709622,0.045816164,0.042025164,0.04320124,0.040604025,0.041194584,0.043351995,0.044215532
2860,0.0213772,0.021636578,0.036708552,0.037540363,0.02745645,0.028693191,0.01217914,0.012766117,0.047003503,0.047686164,0.04694559,0.047254458,0.039836094,0.038619932,0.05050805,0.05105014,0.038900527,0.040256948,0.044840472,0.045939612,0.042058215,0.043219458,0.040544568,0.041156314,0.043145173,0.044044235
2858,0.021187132,0.021450336,0.036297502,0.037154528,0.027206214,0.028421986,0.012102968,0.012675211,0.046742536,0.04740479,0.046682542,0.046973454,0.039626391,0.038425461,0.050770955,0.051334471,0.039164518,0.040542936,0.04499734,0.046086517,0.042106427,0.043252925,0.040479568,0.04112696,0.042946831,0.043868571
2856,0.020957816,0.021213364,0.035862444,0.036741242,0.026930103,0.028115926,0.012020288,0.01257051,0.046480378,0.04712653,0.04640652,0.046675331,0.039415257,0.038243428,0.050932795,0.051534444,0.039311623,0.040718132,0.045055807,0.046142553,0.042088805,0.043214331,0.040372884,0.041045633,0.042749476,0.043662839
2854,0.020696896,0.020941225,0.035431168,0.036310414,0.026635139,0.027795463,0.011935438,0.012470749,0.046200527,0.04683746,0.046120136,0.046365842,0.039191601,0.038056649,0.050821811,0.051449925,0.039215578,0.040640337,0.044883726,0.045986059,0.041923088,0.043022336,0.040179587,0.04084932,0.042531108,0.043407972
2852,0.020434246,0.020669633,0.035028745,0.03588009,0.026341365,0.027492626,0.011857439,0.012398047,0.045908345,0.046549046,0.045837572,0.046067273,0.038958973,0.037851617,0.05030887,0.050936759,0.038801284,0.040223522,0.044413474,0.045542061,0.041572317,0.042647303,0.039874688,0.040512197,0.042270062,0.043103897
2850,0.020207035,0.02043616,0.034673934,0.035481166,0.026077054,0.027240359,0.011801598,0.012363838,0.045627465,0.046287672,0.045575052,0.04580119,0.038735435,0.037640179,0.049385862,0.04999459,0.038092792,0.039493273,0.043679972,0.044823841,0.041065223,0.042124704,0.039473126,0.040068598,0.041962654,0.04277095
2848,0.020025263,0.020249939,0.034366642,0.035134165,0.025855874,0.027044836,0.011770514,0.01235496,0.045371089,0.04605494,0.045331624,0.045563767,0.038534038,0.037444241,0.04817199,0.048764073,0.037202169,0.038567655,0.042786161,0.043920037,0.040466289,0.041522118,0.039013661,0.03958469,0.041620892,0.042428792
2846,0.019872595,0.020093561,0.034095266,0.034839754,0.025675392,0.026881993,0.011746472,0.012344755,0.045130303,0.045822226,0.045093784,0.045332011,0.038351451,0.037267635,0.046844384,0.047437734,0.036265516,0.037586333,0.041842523,0.042947209,0.03983501,0.040899437,0.038534171,0.039109237,0.041263649,0.042082138
2844,0.019741467,0.019954535,0.033858181,0.034595521,0.025535174,0.026727323,0.011712914,0.012319684,0.044893117,0.045570748,0.044858206,0.045094668,0.038177466,0.037095631,0.045565633,0.046171368,0.035386262,0.03665846,0.040939227,0.042013097,0.039217791,0.040299597,0.038068351,0.038659072,0.040916091,0.041734947
2842,0.0196456,0.019841085,0.033666417,0.03440546,0.025437769,0.026580394,0.011673164,0.012287915,0.044660554,0.045316707,0.044633932,0.044862489,0.038006706,0.036916731,0.044452836,0.045055522,0.034621826,0.035853067,0.040144753,0.041197427,0.038658959,0.03975682,0.037649272,0.038242302,0.040605134,0.041406705
2840,0.019595472,0.01976879,0.033530392,0.034272762,0.025374412,0.026461519,0.01164125,0.012263907,0.044440593,0.04508927,0.044423844,0.044648547,0.037838463,0.036734323,0.043567222,0.044129593,0.033995183,0.035201897,0.039497476,0.040534802,0.038194565,0.039293304,0.037298465,0.037874757,0.040343411,0.041119759
2838,0.019585108,0.019748113,0.033460918,0.034202821,0.025331793,0.026397767,0.011626227,0.012253794,0.044241244,0.044901376,0.044222408,0.044454885,0.037673284,0.036559613,0.042903287,0.043397054,0.033502854,0.034697133,0.038994539,0.040008276,0.037832734,0.038908675,0.037013721,0.037568031,0.040121286,0.040875304
2836,0.01961161,0.019787253,0.033479465,0.034217533,0.025317664,0.026412859,0.01163375,0.01225592,0.044075169,0.044750755,0.044032946,0.044281234,0.037513293,0.036400641,0.042399765,0.042832842,0.033120392,0.034301437,0.038602982,0.039572908,0.037552658,0.038585535,0.036776507,0.037315263,0.039920535,0.040654753
