,Cr100,Cr100b,Cr10a,Cr10b,Cr20a,Cr20b,Cr40a,Cr40b,Cr60a,Cr60b,Cr80a,Cr80b,Am b,Am,Whey_a,Whey_b,W10a,W10b,W20a,W20b,W40a,W40b,W60a,W60b,W80a,W80b
2074,0.011492956,0.011310009,0.017454695,0.017785357,0.015228701,0.01567844,0.009947432,0.010039779,0.033037001,0.033843739,0.03356574,0.033744438,0.029932788,0.029268263,0.025637384,0.025602561,0.022281151,0.022923383,0.025877063,0.0262171,0.027181823,0.02773135,0.027780345,0.028103847,0.030852099,0.031238
2072,0.011604935,0.011378744,0.017510166,0.017883287,0.015367096,0.015715071,0.010052699,0.010107989,0.033160333,0.033935218,0.033643136,0.033852699,0.030150342,0.029433054,0.025687509,0.025745966,0.022371681,0.022992354,0.026003281,0.026314936,0.027300588,0.027784335,0.027989306,0.0282209,0.030928823,0.031352222
2070,0.011640289,0.011368966,0.017485253,0.017867587,0.015386812,0.01566354,0.010042296,0.010168837,0.033201063,0.033994365,0.03366812,0.033884064,0.030296495,0.029566775,0.025680192,0.025824182,0.022474144,0.022997803,0.026058583,0.026378793,0.027365635,0.027813175,0.028137373,0.02825334,0.030966948,0.031416465
2068,0.011552865,0.011264974,0.017356865,0.01771511,0.015245144,0.015560903,0.009974276,0.010207442,0.033136725,0.03401925,0.03363046,0.033839623,0.030321584,0.029603872,0.025631066,0.025805618,0.02255955,0.022933294,0.026021113,0.02638732,0.027348616,0.027825283,0.028184116,0.028216693,0.030963016,0.031411077
2066,0.011433252,0.011157388,0.017240304,0.017533331,0.015075199,0.015508708,0.009966539,0.010264638,0.033047243,0.03403687,0.03357659,0.033817842,0.030275218,0.029556119,0.025557424,0.025721179,0.022611587,0.022853993,0.025929184,0.026358535,0.027297209,0.027825459,0.028157977,0.02819164,0.03097407,0.031391155
2064,0.011376566,0.01111897,0.017232034,0.017431964,0.015006956,0.015532463,0.010050888,0.010348581,0.033018138,0.034053407,0.033554791,0.033889402,0.03023967,0.029471395,0.025488246,0.025639479,0.02262545,0.022834956,0.025843637,0.026334365,0.027273909,0.027806097,0.028096241,0.028218958,0.031025229,0.031414092
2062,0.011369639,0.011129981,0.017288788,0.017413078,0.015020217,0.015543309,0.010131263,0.010391015,0.033042948,0.034036831,0.033565897,0.033994506,0.030248359,0.029384787,0.025433188,0.025584357,0.022592795,0.022896997,0.025780281,0.026324524,0.027291513,0.027762256,0.028007446,0.028252653,0.031058292,0.031461255
2060,0.01136741,0.011151814,0.017331306,0.017434405,0.015044146,0.01548768,0.010119577,0.010349668,0.033072527,0.033990191,0.033602122,0.034043209,0.030306024,0.029347697,0.025378569,0.025531807,0.022530513,0.022998954,0.025730369,0.026314939,0.027340681,0.027733151,0.027914961,0.028255994,0.031033047,0.03148761
2058,0.011393766,0.011188647,0.017371266,0.017506497,0.015090459,0.015445796,0.010042034,0.010285421,0.033114285,0.03399385,0.033698679,0.034065591,0.030445701,0.029438965,0.025353121,0.02551191,0.02252093,0.023110478,0.025741775,0.02633861,0.027452019,0.027804722,0.02789089,0.028289457,0.031022992,0.031521132
2056,0.011489027,0.011237633,0.017449013,0.017658162,0.015191938,0.015517208,0.009967982,0.010278553,0.033216267,0.03411907,0.033891874,0.034166859,0.030697268,0.02968038,0.025443021,0.025634251,0.022661816,0.02324672,0.025895098,0.026469421,0.027666507,0.028031899,0.027998745,0.028433498,0.03113422,0.031641437
2054,0.011622735,0.011264061,0.017536633,0.017867041,0.015301446,0.015688413,0.0099102,0.010329311,0.033381137,0.034331201,0.034141447,0.034361743,0.031005361,0.029973193,0.02567997,0.025943969,0.022943192,0.023409774,0.026166126,0.026711022,0.027941595,0.028356639,0.028217269,0.028653372,0.031358975,0.031867779
2052,0.011726495,0.011270705,0.01758575,0.018082841,0.015350198,0.015875459,0.009857716,0.010397304,0.033550877,0.034524281,0.034344629,0.034548055,0.031237501,0.03017901,0.025968906,0.026315972,0.023217149,0.02354787,0.026397143,0.026953878,0.028151024,0.028639853,0.028459017,0.028815828,0.031577136,0.032126907
2050,0.011773507,0.011318887,0.017604293,0.018268794,0.015349416,0.016031121,0.009854387,0.010488176,0.033667787,0.034634255,0.034438762,0.034649915,0.031296222,0.030252295,0.026191026,0.026572614,0.023330591,0.023614285,0.02646275,0.027089998,0.028207073,0.028782675,0.028658049,0.028843214,0.03169294,0.032334246
2048,0.011773697,0.011423986,0.017611656,0.018370629,0.015345949,0.01613509,0.009950323,0.010618332,0.033710875,0.034670736,0.034456535,0.034700691,0.031204026,0.030247875,0.026317158,0.026659545,0.023262082,0.023626495,0.026401981,0.027117755,0.028139424,0.028785102,0.0288031,0.028790146,0.031708296,0.032454732
2046,0.011722093,0.011488739,0.017570871,0.018302446,0.015315501,0.016129133,0.010075785,0.010716761,0.033681961,0.034652449,0.034463166,0.034748867,0.031068068,0.030214457,0.026351122,0.026632049,0.023101282,0.02361649,0.026320148,0.027079537,0.028022219,0.028684024,0.028885104,0.028745273,0.031661703,0.032479011
2044,0.011610586,0.011422563,0.017456948,0.018045604,0.015204192,0.015970572,0.010075141,0.01067289,0.033600596,0.034582212,0.034473082,0.034765154,0.030976483,0.030146798,0.026254811,0.026523669,0.022929379,0.02356595,0.026232226,0.026960159,0.027876675,0.028490228,0.028863657,0.028717399,0.031569243,0.032406468
2042,0.011467999,0.011275917,0.017347685,0.017724799,0.015055398,0.015735821,0.009902234,0.010494807,0.033505811,0.034493227,0.034456649,0.034706967,0.03094833,0.03004967,0.026051944,0.026348959,0.022774556,0.023465244,0.026117759,0.026744252,0.027708973,0.028226539,0.028716713,0.028670146,0.031454251,0.032276381
2040,0.011340997,0.011169606,0.017338683,0.017507487,0.014983042,0.015568142,0.009689061,0.010320549,0.033417867,0.034447786,0.034393511,0.034596697,0.03095977,0.029971023,0.025912244,0.026192448,0.022650978,0.023389907,0.026053729,0.026522631,0.027584341,0.027980404,0.028492849,0.028613146,0.031362067,0.032153814
2038,0.011278374,0.011161423,0.017421569,0.017467304,0.015046002,0.015538129,0.009614922,0.010275155,0.03332144,0.034480129,0.034303492,0.034486767,0.030989526,0.02995147,0.025967491,0.026141974,0.022564917,0.02342642,0.026136669,0.026428267,0.02756891,0.027856707,0.028296175,0.028602498,0.031316306,0.032068074
2036,0.011341299,0.011237322,0.017521584,0.017572639,0.015211738,0.015609234,0.009755754,0.010365247,0.033209788,0.034573171,0.034230848,0.034393953,0.031031927,0.02998071,0.026102955,0.026143149,0.022497902,0.02354287,0.026301805,0.026476295,0.027615752,0.02787901,0.028212393,0.028665054,0.031302635,0.032000483
2034,0.01152428,0.011337873,0.017568324,0.017722693,0.015375339,0.015688544,0.010031958,0.010483313,0.033094063,0.034667856,0.034179163,0.034292049,0.031059274,0.029999853,0.02609426,0.026051766,0.022434153,0.023608038,0.026353724,0.026545135,0.02758592,0.027966529,0.028230475,0.028739094,0.031294496,0.031922457
2032,0.011652352,0.011346532,0.017476849,0.017766639,0.015372172,0.015672659,0.010255896,0.01048411,0.032952742,0.034671589,0.034071644,0.034146127,0.030989568,0.029925243,0.025892736,0.025824442,0.022380073,0.023527169,0.026176289,0.026506148,0.027394135,0.028003937,0.028236514,0.028694298,0.03125435,0.031804984
2030,0.011509313,0.011166733,0.01719432,0.017602375,0.015091571,0.015517742,0.0102676,0.010308456,0.032750202,0.034507378,0.033824554,0.033943159,0.030746439,0.029696668,0.025599348,0.025533894,0.022320957,0.023300601,0.025814637,0.026311311,0.027088483,0.027917624,0.028110981,0.028447631,0.031126972,0.031614398
2028,0.01111044,0.010856836,0.01681794,0.017288902,0.014633494,0.015296395,0.010068194,0.010050798,0.032519842,0.034186304,0.033451085,0.033699743,0.030356199,0.029331497,0.025241232,0.025231386,0.022208402,0.022975416,0.025377982,0.025991701,0.026781644,0.027711972,0.02784121,0.028076398,0.030883185,0.031351713
2026,0.010700326,0.010573337,0.016517986,0.016952175,0.014230838,0.015111683,0.009790257,0.009849246,0.032342519,0.033798361,0.033043748,0.033446374,0.029938756,0.028919111,0.024794763,0.024935186,0.022028898,0.022611902,0.024968999,0.025643082,0.026549232,0.027457628,0.027514358,0.027763966,0.030563303,0.031077149
2024,0.010469564,0.01037437,0.016323977,0.016612561,0.013997483,0.014968944,0.009543859,0.009726119,0.032231688,0.033436508,0.032683381,0.033210421,0.029609234,0.028564248,0.024360811,0.024709806,0.021827308,0.022282711,0.024686467,0.025387023,0.026399683,0.027239193,0.027220364,0.027611535,0.030251374,0.030853209
2022,0.01040483,0.010194557,0.016120956,0.016230087,0.01385568,0.014807694,0.009345234,0.009605194,0.032119881,0.033161828,0.032412693,0.033014186,0.029415465,0.028342542,0.024100716,0.024617543,0.021634175,0.022035174,0.024577574,0.025278007,0.026294157,0.027096408,0.026998102,0.027541268,0.030017486,0.030676651
2020,0.010429118,0.010027966,0.015889974,0.015898664,0.013733925,0.014643504,0.00919785,0.009482221,0.031990545,0.033026047,0.032276485,0.032888465,0.029359797,0.028287682,0.024038875,0.024630463,0.021444524,0.021869619,0.024591127,0.025271247,0.026197082,0.027016179,0.026865985,0.02742607,0.029905325,0.030516866
2018,0.010549325,0.010002025,0.01580673,0.015840191,0.013713384,0.014582093,0.009162693,0.009474803,0.031939135,0.033064433,0.032320092,0.032868792,0.029434935,0.028385416,0.024092736,0.024693969,0.021298874,0.021798196,0.024659109,0.025321288,0.026135608,0.02698251,0.026854973,0.027275732,0.02994403,0.030405152
2016,0.010773141,0.01018635,0.015986608,0.016124814,0.01388171,0.014655765,0.009276386,0.009642781,0.032030169,0.033227274,0.032513537,0.032944585,0.029598127,0.028557971,0.024236696,0.024819225,0.021283467,0.021866003,0.024778493,0.025439691,0.026176985,0.026998662,0.026965809,0.027207339,0.030099904,0.030397826
2014,0.011007298,0.010455233,0.016286715,0.016538581,0.01416464,0.01477133,0.00946843,0.009872991,0.032174703,0.033381653,0.032741298,0.033037849,0.029748809,0.028697868,0.024441109,0.024979955,0.021377822,0.022043931,0.024932245,0.02559346,0.026313696,0.02704166,0.027119826,0.027257389,0.030243705,0.030460466
2012,0.011126259,0.01062085,0.016460709,0.01679701,0.014390691,0.014832819,0.009613233,0.009996301,0.032200579,0.033404419,0.032880625,0.033046499,0.029770682,0.028732274,0.024552767,0.025028063,0.021414441,0.02217592,0.025010857,0.025649432,0.026410157,0.027042202,0.027191933,0.027318976,0.030227472,0.030462919
2010,0.011085971,0.010627771,0.016424485,0.016804604,0.014464645,0.014835376,0.009656344,0.009972115,0.032025055,0.033266428,0.032876158,0.032926349,0.029612734,0.028653442,0.024427225,0.024837594,0.021273397,0.022125603,0.02490833,0.025502576,0.026321232,0.026936628,0.027106325,0.027284936,0.030021602,0.030328166
2008,0.010919496,0.010544533,0.016270179,0.016650619,0.014397135,0.014801101,0.009625016,0.009881826,0.031712215,0.033013604,0.03273814,0.032721117,0.029325119,0.028492738,0.02413251,0.024476052,0.021036322,0.021927767,0.024671972,0.025213348,0.026051049,0.02674145,0.026888231,0.027161477,0.029733248,0.030114686
2006,0.010691766,0.010445368,0.016101188,0.016457133,0.014239056,0.014707147,0.00955093,0.009804642,0.031410244,0.032720207,0.032532799,0.032527454,0.029029545,0.028300798,0.02388959,0.024147825,0.020871215,0.021729319,0.024452324,0.024942329,0.025754094,0.026548123,0.026638301,0.027015533,0.029494022,0.029928366
2004,0.010500324,0.010376447,0.015995932,0.016323749,0.014080162,0.014569538,0.009460309,0.009779284,0.031271227,0.032480356,0.032379743,0.03243864,0.028851505,0.028153731,0.02380513,0.023965823,0.020826012,0.021617535,0.024331627,0.024780366,0.0255798,0.026441801,0.026470778,0.026892503,0.029378846,0.029825492
2002,0.010405219,0.010344051,0.015997398,0.016281776,0.014001774,0.014456439,0.009379169,0.009800954,0.031344458,0.032356968,0.032353921,0.032473976,0.028837458,0.028108362,0.02383424,0.023913866,0.020841157,0.021583531,0.024299102,0.024723709,0.025553505,0.026444053,0.026443738,0.026808173,0.029396986,0.029805037
2000,0.01036267,0.010307969,0.016074692,0.016269012,0.014005398,0.014403849,0.009327596,0.00982871,0.031538125,0.032345225,0.03241027,0.032575897,0.028942566,0.02815918,0.023932699,0.02395825,0.020885206,0.021608052,0.024335043,0.024751703,0.025612884,0.026514821,0.026538671,0.026778043,0.029519492,0.029856571
1998,0.010286406,0.010224539,0.016133683,0.016194494,0.014023274,0.014386672,0.009310843,0.00982078,0.031700924,0.032402902,0.032450657,0.032674885,0.029089686,0.028259764,0.024070894,0.024064401,0.020970832,0.02168635,0.024428326,0.024843791,0.025703591,0.026596091,0.026693823,0.026813601,0.029691112,0.029968661
1996,0.010174325,0.010112074,0.016100681,0.016043411,0.014009101,0.014375483,0.009337705,0.009800278,0.031772005,0.032521086,0.032469603,0.032764275,0.029243574,0.028383942,0.024180306,0.024180417,0.021097395,0.021803998,0.02454738,0.024968142,0.025833924,0.026662099,0.026862133,0.026915396,0.029865899,0.030127357
1994,0.01012812,0.010048199,0.016002513,0.015909711,0.013996989,0.014388964,0.009436872,0.009856035,0.031830103,0.032733554,0.032577403,0.032898848,0.029424842,0.028537979,0.024215961,0.024290024,0.021255655,0.02195554,0.024678197,0.025119259,0.026059017,0.026741116,0.027037537,0.027086551,0.030050223,0.030334205
1992,0.010208633,0.010072299,0.015906123,0.015884468,0.0140275,0.014436059,0.009604483,0.010016446,0.031948921,0.03301554,0.032825114,0.033090218,0.029629486,0.028693751,0.024254632,0.024453962,0.021455572,0.022155888,0.024850595,0.025321919,0.026390809,0.026867616,0.027208462,0.027307769,0.030254498,0.03057607
1990,0.010369214,0.010164879,0.015864754,0.01598836,0.014103319,0.014502677,0.009795079,0.01020272,0.032105063,0.033272039,0.033118016,0.033284613,0.029804541,0.02880143,0.024405152,0.024714692,0.021697094,0.022396922,0.025072468,0.025563504,0.026752514,0.027032344,0.027346367,0.027525826,0.030446221,0.030810558
1988,0.010565,0.010329984,0.015942478,0.016218227,0.014238163,0.014616754,0.009985322,0.010346099,0.032269249,0.033466654,0.033364026,0.033464601,0.029936313,0.028895606,0.02466309,0.025030772,0.021957623,0.022638927,0.025296732,0.025796009,0.027069209,0.027216995,0.027468167,0.027716513,0.030603688,0.031026234
1986,0.010807567,0.010589024,0.016184172,0.016550435,0.014447418,0.01482033,0.010171541,0.010449955,0.032465329,0.03364844,0.033573814,0.033666123,0.03008088,0.029079426,0.024973994,0.025373228,0.0222325,0.022870792,0.025489156,0.026021512,0.027349087,0.027429399,0.027634163,0.027916098,0.030762069,0.031267076
1984,0.011079561,0.01089045,0.016540163,0.016888701,0.014688818,0.015087103,0.010317015,0.010527034,0.032693246,0.033834226,0.033759391,0.033885497,0.030278123,0.029378727,0.02533002,0.025746425,0.022519805,0.02311867,0.025670174,0.026287205,0.027621516,0.027663907,0.02785938,0.02815067,0.030955215,0.031554911
1982,0.011267033,0.01108596,0.01682545,0.017051809,0.014850262,0.015292445,0.010342743,0.010542645,0.032841043,0.033925463,0.033822012,0.03401807,0.03045224,0.029651152,0.025662796,0.026032593,0.022715903,0.023330991,0.025815875,0.026540697,0.027811287,0.027838509,0.028041437,0.028333751,0.031101233,0.031775198
1980,0.011247128,0.01104303,0.016837093,0.016898214,0.014833634,0.015294577,0.01019295,0.010457443,0.032748477,0.033786957,0.033626537,0.033919898,0.030429286,0.029678212,0.025728775,0.025950701,0.022604042,0.023311678,0.025756046,0.026560374,0.027732033,0.027805653,0.028006481,0.028281372,0.031011327,0.03170052
1978,0.011010394,0.010760143,0.016543867,0.016473146,0.014632669,0.015043471,0.009888906,0.010279579,0.032368235,0.033392981,0.03316892,0.03353184,0.030091484,0.029362182,0.025309098,0.025349573,0.022075963,0.022894125,0.025319223,0.026162641,0.027263185,0.027477957,0.027660041,0.027884174,0.030577356,0.031202406
1976,0.010634198,0.010343346,0.016080776,0.015964005,0.014301793,0.014591225,0.009514801,0.010041363,0.031833613,0.032871583,0.032608301,0.032955079,0.029529834,0.028821624,0.024554766,0.024505188,0.021353478,0.022199569,0.024614157,0.025479088,0.026534073,0.02694991,0.027097651,0.027258736,0.029934562,0.030434454
1974,0.010219859,0.009949571,0.015620263,0.015562673,0.013944772,0.014092236,0.00921452,0.009812099,0.03139009,0.032437933,0.032154916,0.032435466,0.029021024,0.0283104,0.023886118,0.023872151,0.02082467,0.021588072,0.024008374,0.024881275,0.025874666,0.026455959,0.02656672,0.026689807,0.029389604,0.029751186
1972,0.009869744,0.009717224,0.015258555,0.015347784,0.013689274,0.013731354,0.009128557,0.009699126,0.031210881,0.032237081,0.031927608,0.032188879,0.028780424,0.028016282,0.023539296,0.023604176,0.02065404,0.021305255,0.023760048,0.024613963,0.025544679,0.026183773,0.026278223,0.02639301,0.029146377,0.029398494
1970,0.009672407,0.009685605,0.015015751,0.015269598,0.013596857,0.013593118,0.009282615,0.009773702,0.031276092,0.032250047,0.031919825,0.032232097,0.028787919,0.027952032,0.023448978,0.02355449,0.020710271,0.021319147,0.02381544,0.024640442,0.025569082,0.026148498,0.02626724,0.026383598,0.029187196,0.029375239
1968,0.009660687,0.009770656,0.014902682,0.015229609,0.013604122,0.013613828,0.009529906,0.009969935,0.031397542,0.032325854,0.032025959,0.032381732,0.0288626,0.028001994,0.023481536,0.023587268,0.020798907,0.021463184,0.023966868,0.024783339,0.025782726,0.026226112,0.026401701,0.026524635,0.029367408,0.029544017
1966,0.009787103,0.009862224,0.014934455,0.015184994,0.013606604,0.013672381,0.009672216,0.0101282,0.031390644,0.032321663,0.032106852,0.032437782,0.028858607,0.028038388,0.02354951,0.023660038,0.020820306,0.021590242,0.024050741,0.024864701,0.025950845,0.026265544,0.026495329,0.026637194,0.029526144,0.029757237
1964,0.009980782,0.009959099,0.015126281,0.015211314,0.013616431,0.013749256,0.00968708,0.010194786,0.031278357,0.032250168,0.032118416,0.032391644,0.02878991,0.028030077,0.023550813,0.023696679,0.020763628,0.021626669,0.024021923,0.024787721,0.025931503,0.026210545,0.026470138,0.02663395,0.029573873,0.029930609
1962,0.01014609,0.01007325,0.015382629,0.015335698,0.013668096,0.01384689,0.009666615,0.010203957,0.031184622,0.032176471,0.032082763,0.032325211,0.028719234,0.027990136,0.023434813,0.02363028,0.020662654,0.021561363,0.023922363,0.024583699,0.025745373,0.026109534,0.026370699,0.02653643,0.029480042,0.030008308
1960,0.010189098,0.01011675,0.015516479,0.015443154,0.013689203,0.013897807,0.009643581,0.010159562,0.031143828,0.032105714,0.032012194,0.032244238,0.028652457,0.027913349,0.023284327,0.023504465,0.020568719,0.021423961,0.023809295,0.024369246,0.025514452,0.026012525,0.026271116,0.026403434,0.029280927,0.029959419
1958,0.010125614,0.010018549,0.015453704,0.015440349,0.013603024,0.013872874,0.009595149,0.010052803,0.031110778,0.032037785,0.031920092,0.032118472,0.028587405,0.02781362,0.02319914,0.023400208,0.020514961,0.021261028,0.023726202,0.024239524,0.025359697,0.025927059,0.026217866,0.026280732,0.029094413,0.029824323
1956,0.010089255,0.009861021,0.01530888,0.015385274,0.01346569,0.013850703,0.009541102,0.009938586,0.031075608,0.032024372,0.031845207,0.03198484,0.028558507,0.027745451,0.023170109,0.023335101,0.020488121,0.021113377,0.02368222,0.024189495,0.025317324,0.025845062,0.026215588,0.026192432,0.029029183,0.029694269
1954,0.010182687,0.009799258,0.01525497,0.01540997,0.013417628,0.013925113,0.009545626,0.009908444,0.031089434,0.032109644,0.031823206,0.031924085,0.028595035,0.027751355,0.023126718,0.023280124,0.020454196,0.021017092,0.02366376,0.024157677,0.025338759,0.025777562,0.026240874,0.026161793,0.029083828,0.029638135
1952,0.010326802,0.009852266,0.015301837,0.015514497,0.013480978,0.014037956,0.009591659,0.009950063,0.031142997,0.032223093,0.031813726,0.031934101,0.028656033,0.027790515,0.023062545,0.023234998,0.020398095,0.020989606,0.023647609,0.024106932,0.025338016,0.025739162,0.026243956,0.026191947,0.029139486,0.029636131
1950,0.010353105,0.009909179,0.015312353,0.015572723,0.013541791,0.014045277,0.009587679,0.009960831,0.031155244,0.032252422,0.031745227,0.031942012,0.028674212,0.027783936,0.02299475,0.023188444,0.020309695,0.020992159,0.023584952,0.024023498,0.025248966,0.025711746,0.026180305,0.026239346,0.029092988,0.029618381
1948,0.01019741,0.009898126,0.015188124,0.015500814,0.013505223,0.013906057,0.009495304,0.009889294,0.031088973,0.032178788,0.03161218,0.031906697,0.028628483,0.027702041,0.022867343,0.023074754,0.020167427,0.020941576,0.023428332,0.023898633,0.025072292,0.025659558,0.026053055,0.02623456,0.028961173,0.0295415
1946,0.009931847,0.009841471,0.014951846,0.015321261,0.013374589,0.013701861,0.009377551,0.009790001,0.031002671,0.0320654,0.031480529,0.031839281,0.028536371,0.027574926,0.022626383,0.022867793,0.019974403,0.020797799,0.023197427,0.023756572,0.024877851,0.025564688,0.025908931,0.02614339,0.028835527,0.0294175
1944,0.009674558,0.009779059,0.014728616,0.015128916,0.013213752,0.013533209,0.009304959,0.009728398,0.030958089,0.031934615,0.031392063,0.031731062,0.028404232,0.027440647,0.022334109,0.022641553,0.019780414,0.020610993,0.022992352,0.023654775,0.024742344,0.025428744,0.025788336,0.025997815,0.028764175,0.029284616
1942,0.009535018,0.009744245,0.014663165,0.015043108,0.013108066,0.013460241,0.009284614,0.009707959,0.030949078,0.031764005,0.031331552,0.031571039,0.028247662,0.027333547,0.022144954,0.022505927,0.01965963,0.020476139,0.022916009,0.023623345,0.024688948,0.025279218,0.025706481,0.025879565,0.028720357,0.029181389
1940,0.009587747,0.009803027,0.014816392,0.015138914,0.013147839,0.013526745,0.009341544,0.009755264,0.030986121,0.031624366,0.031329253,0.031460971,0.028148535,0.027315621,0.022112085,0.022465553,0.019650578,0.020444758,0.022985016,0.023621834,0.024713183,0.025178851,0.025687945,0.025872658,0.028706384,0.029162648
1938,0.009768425,0.009957463,0.015051636,0.015319828,0.013297235,0.013665106,0.009463291,0.009857781,0.031051636,0.031578316,0.031395681,0.031477172,0.028143902,0.027376735,0.022165936,0.022470522,0.019732661,0.02048533,0.023134316,0.023592386,0.024797945,0.025172553,0.025717998,0.025956333,0.028724264,0.029215337
1936,0.009901223,0.010093178,0.015153962,0.01539192,0.013395793,0.013713971,0.009554095,0.009916231,0.031063289,0.031566141,0.031449127,0.031534212,0.028164255,0.027408385,0.0222465,0.02251598,0.019848133,0.020535952,0.023256556,0.023511867,0.024895529,0.025211232,0.025729261,0.02601432,0.028727288,0.029247869
1934,0.009899908,0.010119697,0.015086994,0.015302861,0.013362633,0.013630332,0.009557455,0.009878553,0.030986517,0.031521676,0.031432362,0.031526937,0.02816129,0.027360639,0.022308982,0.022570156,0.01993437,0.020555915,0.023288386,0.023414266,0.024961501,0.025220572,0.025698598,0.025979117,0.028690821,0.029213118
1932,0.00985458,0.010084781,0.01499496,0.015191436,0.013282675,0.013539791,0.009516229,0.009803092,0.030876775,0.031467248,0.031384257,0.031467233,0.028167745,0.027307527,0.022332911,0.02257442,0.019966964,0.020536693,0.023235049,0.023359244,0.024971934,0.025189139,0.025674582,0.025888902,0.028640537,0.029146048
1930,0.009856825,0.010060611,0.014961272,0.015160979,0.013247307,0.013546668,0.009494807,0.009769226,0.030798089,0.031452339,0.031363018,0.031426875,0.028206253,0.027323931,0.022316521,0.022497142,0.019955082,0.020480645,0.023121948,0.023357231,0.02491547,0.02515016,0.02569143,0.025810014,0.028606499,0.029091441
1928,0.009822774,0.00997912,0.01484895,0.01508998,0.013183666,0.013553422,0.009476316,0.009760418,0.030731281,0.031447254,0.031351498,0.03140852,0.028218193,0.027365583,0.022262189,0.022367415,0.01990878,0.020383814,0.022979079,0.023366788,0.024798959,0.025125996,0.025698578,0.025753335,0.028570023,0.029035842
1926,0.009648211,0.00974829,0.014546594,0.014851102,0.012993482,0.013422562,0.009414551,0.009722637,0.03063802,0.031400579,0.031306206,0.031370101,0.028152248,0.027349881,0.022152997,0.022223866,0.019816073,0.020243262,0.022832822,0.023339071,0.024654627,0.025094027,0.025622473,0.025695632,0.02850444,0.028952972
1924,0.009457046,0.009482858,0.014264568,0.01461477,0.012784789,0.013244772,0.009343912,0.009687985,0.030570575,0.031359627,0.031255741,0.031337941,0.028068965,0.027302172,0.021978982,0.022080022,0.019674829,0.020083122,0.022718098,0.023279524,0.024540671,0.02503387,0.025476788,0.025644751,0.028442306,0.028876046
1922,0.009503524,0.009437924,0.014360259,0.014709624,0.012790089,0.013266216,0.009349535,0.009740189,0.030628104,0.031423286,0.031265069,0.031383845,0.028069593,0.027322811,0.021823288,0.021986251,0.019539911,0.019968169,0.022662832,0.023252858,0.024502944,0.024966152,0.025358071,0.025634692,0.028448742,0.028870082
1920,0.009810167,0.009672656,0.014866307,0.01516546,0.01304778,0.013551547,0.009434134,0.009865498,0.030801337,0.031568991,0.031310607,0.03148195,0.028140117,0.027415187,0.021796535,0.021996396,0.019477499,0.019949976,0.022645069,0.023287617,0.024521787,0.024916332,0.025327872,0.025661128,0.028528474,0.02893749
1918,0.010074715,0.009928922,0.015354529,0.015580194,0.01330859,0.013852152,0.009488469,0.00992803,0.030938464,0.031629983,0.031279621,0.031494872,0.02815781,0.027449782,0.021867986,0.022054323,0.019476372,0.019998019,0.022597835,0.023305772,0.024519922,0.024877381,0.025344668,0.025669685,0.028594443,0.028990537
1916,0.010021426,0.009933735,0.015369154,0.015545398,0.01332122,0.013876356,0.009433564,0.009843209,0.030921018,0.031505921,0.03113135,0.031360255,0.028065992,0.027345703,0.021880705,0.022028817,0.019459908,0.020024272,0.022498284,0.023212339,0.024459855,0.024843417,0.025335068,0.025628212,0.028562046,0.028948888
1914,0.009704322,0.009702956,0.014898514,0.015081126,0.013097827,0.013598953,0.009319092,0.009687963,0.030796589,0.031291823,0.030966708,0.031182832,0.027941564,0.027186246,0.021773329,0.021896478,0.019397676,0.019990359,0.022418064,0.023031816,0.024400829,0.024839317,0.025289726,0.025569749,0.028446263,0.028833863
1912,0.009360659,0.009434183,0.014291197,0.014517384,0.012811694,0.013212623,0.009227413,0.009577132,0.030673769,0.031129635,0.030884633,0.031075647,0.027862887,0.027092132,0.021651402,0.02177011,0.019336239,0.019934186,0.022437448,0.022878595,0.024413089,0.024876333,0.025245946,0.025537585,0.028318549,0.028721989
1910,0.009119965,0.009235258,0.013837134,0.014089901,0.012562625,0.012877287,0.00915463,0.009514224,0.0305638,0.031033716,0.030849128,0.031010963,0.027802171,0.027061246,0.02160983,0.02172787,0.019304597,0.019880617,0.022530672,0.022812435,0.024469423,0.024908053,0.025208239,0.025517134,0.02820265,0.028637048
1908,0.009009826,0.009126367,0.013649369,0.01387015,0.012401321,0.012687308,0.009088076,0.009469074,0.030442743,0.030970022,0.030796209,0.030929306,0.027718456,0.027023552,0.02160424,0.021721318,0.01927509,0.019821742,0.022594331,0.022798274,0.024489352,0.024885647,0.025170571,0.025485194,0.028104588,0.028570262
1906,0.009055316,0.009139852,0.0137419,0.013880039,0.012396831,0.012704416,0.009077931,0.009471339,0.030352353,0.03096055,0.030752376,0.030861262,0.027651793,0.026967896,0.021557769,0.021694367,0.019234188,0.019780907,0.022584805,0.022799421,0.024455887,0.024834799,0.025164782,0.025469808,0.028063985,0.028537023
1904,0.009189282,0.009233776,0.013968481,0.014022507,0.012496031,0.012830347,0.009111969,0.009501652,0.030300036,0.030975068,0.030724552,0.030814194,0.027624708,0.026905408,0.021495318,0.021684047,0.019198654,0.019781666,0.022534324,0.022810739,0.024398503,0.02480136,0.02518847,0.025470077,0.028068226,0.028517873
1902,0.009255755,0.009282276,0.014095812,0.014105995,0.012533738,0.012867651,0.009102787,0.00948307,0.030232428,0.030919452,0.030658896,0.030729253,0.027591623,0.026827606,0.021471262,0.021717547,0.019159118,0.019780983,0.022454524,0.022805355,0.024321162,0.024767244,0.025182754,0.025425166,0.028043458,0.028462217
