,Whey_a,Whey_b,W10a,W10b,W20a,W20b,W40a,W40b,W60a,W60b,W80a,W80b,Amb,Ama
3160,0.053552683,0.054454365,0.040653373,0.04224002,0.051375922,0.052780825,0.052709985,0.054320101,0.054141107,0.055023002,0.06254407,0.063783502,0.058706385,0.056776311
3158,0.053215249,0.054127346,0.040420325,0.042022419,0.05107016,0.052496822,0.052383939,0.054003813,0.05384052,0.054737284,0.062164387,0.063402255,0.058369013,0.056441566
3156,0.052892499,0.053798787,0.040221815,0.04182475,0.050762693,0.05219418,0.05208304,0.053695738,0.053549503,0.05445581,0.061786087,0.063034763,0.058038785,0.056113367
3154,0.052588758,0.053463284,0.040044398,0.041630242,0.050464568,0.051871008,0.051806071,0.053395056,0.053251686,0.054167648,0.061413907,0.062675887,0.057712036,0.05578733
3152,0.052314424,0.053144835,0.039871122,0.041432296,0.050188484,0.051545618,0.051546116,0.053102583,0.052943347,0.053878295,0.061056086,0.062323714,0.057387504,0.055469311
3150,0.052070099,0.052868755,0.039693374,0.041234408,0.049933006,0.051242532,0.051293508,0.052815124,0.052631626,0.05358926,0.060710276,0.061968916,0.057057341,0.055166578
3148,0.051837609,0.052631096,0.039508256,0.04103942,0.049682263,0.050971961,0.051037677,0.052525322,0.052324113,0.053294368,0.060365112,0.06160088,0.056716431,0.054874217
3146,0.051594676,0.052405397,0.03931533,0.040843818,0.04941798,0.050719273,0.050769946,0.052226773,0.052020243,0.052987458,0.060010001,0.06121579,0.056372693,0.054573716
3144,0.051335446,0.05217028,0.039117941,0.04064016,0.049131709,0.050456511,0.050487105,0.051917866,0.051710924,0.052663952,0.059637945,0.060811201,0.056035427,0.054248669
3142,0.051073455,0.051921223,0.03892245,0.040423336,0.048832952,0.050170136,0.050195417,0.051604673,0.051388892,0.052323773,0.05924884,0.060386481,0.055701105,0.053903929
3140,0.05082795,0.051664069,0.03873371,0.040197695,0.048547837,0.049877584,0.049910005,0.051302128,0.05106223,0.051981862,0.058857163,0.059958558,0.055363597,0.05356442
3138,0.050608433,0.05140788,0.038550097,0.039977153,0.048297682,0.049608276,0.049641936,0.051022979,0.050751042,0.051662267,0.058480217,0.059557256,0.055026764,0.053245801
3136,0.050410217,0.051163697,0.038366585,0.039777245,0.0480769,0.049371499,0.049387744,0.050764665,0.050469611,0.051372816,0.058115005,0.059193899,0.054696454,0.052936414
3134,0.050223647,0.050942872,0.038187023,0.039607803,0.047863228,0.049154043,0.04913984,0.050516298,0.050217013,0.051096717,0.057745293,0.058851032,0.054371287,0.05262093
3132,0.050044133,0.050750147,0.038026822,0.039467134,0.047645832,0.048940731,0.048898292,0.050272875,0.049978419,0.050812084,0.057369616,0.058505466,0.05404636,0.052304707
3130,0.049872027,0.0505798,0.037897099,0.039340484,0.047431238,0.048724993,0.048663434,0.050034036,0.049730504,0.050513159,0.05700514,0.058147102,0.053720283,0.051999353
3128,0.049705372,0.050421062,0.037789779,0.039208975,0.047224774,0.048505379,0.048425468,0.049793805,0.049453548,0.050210039,0.056661924,0.057773115,0.053394561,0.051698963
3126,0.049540316,0.05026827,0.037687265,0.039067291,0.047024964,0.048287861,0.04817702,0.049545253,0.049151268,0.04991768,0.056332006,0.057385307,0.0530736,0.051392023
3124,0.049380316,0.050125106,0.037585164,0.038930964,0.046837431,0.048089216,0.047930736,0.049293817,0.048855259,0.049647333,0.056006457,0.057000435,0.052765115,0.051085331
3122,0.049237167,0.049998886,0.037494321,0.038818836,0.046673891,0.047921583,0.047706606,0.049052433,0.048595386,0.049398578,0.055682875,0.056641343,0.052468774,0.050791922
3120,0.04911771,0.049892788,0.037419084,0.038730252,0.046530509,0.047774458,0.047503791,0.048824643,0.048365744,0.049157046,0.055352538,0.056307496,0.052164903,0.050502984
3118,0.049014068,0.049803655,0.037345164,0.038646489,0.046383593,0.047625506,0.047299553,0.048603181,0.048130459,0.048905193,0.054999429,0.05596971,0.05182739,0.050194418
3116,0.048913564,0.049724485,0.037254631,0.038552374,0.046216409,0.047466269,0.047074056,0.048381394,0.047861968,0.048634806,0.054618036,0.055602321,0.051450663,0.049855494
3114,0.048817811,0.049648258,0.037146859,0.038449929,0.046041234,0.047306047,0.046824698,0.048157012,0.047566478,0.048349164,0.054222187,0.055210119,0.051056397,0.04949418
3112,0.048745129,0.04957215,0.037037363,0.038351462,0.045885053,0.047152879,0.04655864,0.047926791,0.04727208,0.048058255,0.053829477,0.054815033,0.050670366,0.049117871
3110,0.048713439,0.049503335,0.036943644,0.038270365,0.045763638,0.04700908,0.046291265,0.047693411,0.047005027,0.047780428,0.053451741,0.054433401,0.0503065,0.048734125
3108,0.048724161,0.049459527,0.03687933,0.038219739,0.045677885,0.046886668,0.046053029,0.047477511,0.046779333,0.047540069,0.053104206,0.05407817,0.049975529,0.04837071
3106,0.048761098,0.049455579,0.036851732,0.038204552,0.045621763,0.046804439,0.045873107,0.047302832,0.046591255,0.047343892,0.052798817,0.053761997,0.049686327,0.048063776
3104,0.048801382,0.049485718,0.036852534,0.038207342,0.045581005,0.04675982,0.045744576,0.047162852,0.046413513,0.047159264,0.052516987,0.053478371,0.049424354,0.047812262
3102,0.048828848,0.049525185,0.036855634,0.038194896,0.045533723,0.04672004,0.045623095,0.047018789,0.046207573,0.046936702,0.052211014,0.05319257,0.049147124,0.047564317
3100,0.04884379,0.049555965,0.036839465,0.038153584,0.045469552,0.046657262,0.045475034,0.046843835,0.04595953,0.04666472,0.051857781,0.052875678,0.048826156,0.047270231
3098,0.048860807,0.049585244,0.036808473,0.038106625,0.045399689,0.046577695,0.045309006,0.046650935,0.045695515,0.046382147,0.051490145,0.052534801,0.048479264,0.04693271
3096,0.048896515,0.049633196,0.036783571,0.038084435,0.045336625,0.046503659,0.045148884,0.046466337,0.045451132,0.046128085,0.051153086,0.052191783,0.048142513,0.046591656
3094,0.048960746,0.0497087,0.036778968,0.038091081,0.045277463,0.0464443,0.044999053,0.04629755,0.045236222,0.045903949,0.050850861,0.051850876,0.047826716,0.046279301
3092,0.04905317,0.049801061,0.036796314,0.038110879,0.045217225,0.046395719,0.044850774,0.046139562,0.045036272,0.045693382,0.050556057,0.051506171,0.047519599,0.046001517
3090,0.049158142,0.049888946,0.03683131,0.038134833,0.045164709,0.046355701,0.04470356,0.045992835,0.044836891,0.045494197,0.050252447,0.051166215,0.047215709,0.045745781
3088,0.049243669,0.049952452,0.036871213,0.038162843,0.045128405,0.046322009,0.044560091,0.04585569,0.044633989,0.045310287,0.049942564,0.050845726,0.046917516,0.045489913
3086,0.049281495,0.049984516,0.036893,0.038189214,0.045097843,0.046286203,0.044413876,0.045713641,0.044428175,0.045129226,0.049627697,0.050540463,0.046614762,0.04521417
3084,0.049276958,0.04999803,0.036880669,0.038204321,0.045055451,0.046241708,0.044259543,0.045555326,0.044220883,0.044929461,0.049306411,0.050230465,0.046288531,0.044916981
3082,0.049267475,0.050015308,0.036842253,0.038206479,0.044998551,0.046189636,0.044103616,0.045388935,0.044012153,0.044701808,0.048985138,0.04990329,0.045936641,0.044609329
3080,0.04928109,0.050043648,0.036796683,0.038197222,0.044933513,0.046127434,0.043949176,0.045224881,0.043795191,0.04444988,0.048667416,0.049558419,0.04557687,0.044288128
3078,0.049307224,0.050068483,0.036749943,0.038170872,0.044857717,0.046045769,0.043784294,0.045054619,0.043561221,0.044181103,0.048342742,0.049200033,0.045227256,0.043936936
3076,0.049317706,0.050074734,0.036698044,0.038122521,0.044763656,0.045946034,0.043601566,0.044864337,0.043315237,0.043910765,0.048004318,0.048841717,0.044897742,0.043562966
3074,0.049305426,0.05006483,0.036648655,0.038063107,0.04465652,0.045848468,0.043417973,0.044663653,0.043079625,0.043665313,0.04767243,0.048511681,0.044599951,0.043213553
3072,0.049285344,0.050045809,0.036616744,0.038008322,0.044548221,0.045766597,0.043252478,0.04447631,0.042869802,0.043459228,0.047372212,0.048226863,0.044339395,0.042928069
3070,0.049266853,0.050012684,0.036598569,0.037957842,0.044439566,0.045686276,0.043096232,0.044307532,0.042675552,0.043275214,0.047095032,0.047966682,0.044096957,0.042687813
3068,0.04924593,0.04996212,0.036573183,0.037905642,0.044328481,0.045589733,0.042930494,0.044145045,0.042480603,0.043087078,0.046813584,0.047698789,0.043844426,0.042444148
3066,0.049218699,0.049909734,0.0365306,0.037861424,0.044224171,0.045482933,0.042759839,0.043983888,0.042286077,0.042890661,0.046524431,0.047420766,0.043579276,0.042183024
3064,0.049183517,0.049870841,0.036478905,0.037838095,0.044131911,0.045377605,0.042601689,0.043827303,0.04209891,0.042694852,0.046247506,0.047152471,0.043324146,0.041933124
3062,0.04912889,0.049827048,0.036418736,0.037819445,0.044032415,0.045260645,0.042452059,0.043666447,0.04190967,0.04249477,0.045988712,0.046895551,0.043089637,0.041715689
3060,0.049034518,0.049733199,0.036329242,0.037762285,0.043898038,0.045104947,0.042286571,0.043480056,0.041699669,0.042275337,0.045730228,0.046626371,0.042854903,0.041513645
3058,0.04888822,0.049561956,0.036189973,0.03763548,0.043724012,0.044901943,0.042090782,0.04325601,0.04146297,0.042033527,0.045456052,0.046326423,0.042591056,0.041291951
3056,0.048693022,0.049328589,0.036007032,0.037444912,0.043524684,0.044664042,0.041868919,0.04300008,0.0412074,0.041778345,0.045164922,0.045998872,0.042293052,0.041029762
3054,0.048458546,0.049069727,0.035809258,0.037220916,0.043304734,0.0444037,0.041627552,0.042725999,0.04094004,0.041513552,0.044860198,0.045657353,0.041983693,0.040731231
3052,0.048194236,0.048808574,0.035620806,0.036992803,0.043054354,0.044127624,0.041368095,0.042448045,0.040662733,0.041234747,0.044544212,0.045313947,0.041688821,0.040416718
3050,0.047912508,0.048546932,0.035443092,0.036777646,0.042774276,0.043847053,0.041095593,0.042182124,0.040378758,0.040942921,0.044224938,0.044979167,0.041413357,0.040109552
3048,0.047630372,0.048282488,0.035263211,0.036581807,0.042488595,0.043577674,0.040821823,0.04194095,0.040095299,0.040651191,0.04391404,0.044661005,0.041142983,0.039825403
3046,0.047364816,0.048024434,0.035078233,0.036407502,0.042229459,0.043332345,0.040562009,0.041726009,0.039824141,0.040381448,0.043619828,0.04436467,0.0408706,0.039571891
3044,0.047125589,0.047788658,0.034906596,0.036257749,0.04201559,0.043121356,0.040334293,0.041529479,0.039583236,0.040156636,0.043351185,0.044098611,0.04061355,0.039354313
3042,0.046905766,0.047576449,0.034765878,0.036127617,0.041838181,0.04294478,0.040147198,0.041337753,0.039382196,0.039980504,0.043113818,0.043866615,0.04038878,0.039167626
3040,0.046678961,0.047363808,0.034642143,0.035990833,0.04165995,0.042774745,0.039979011,0.041130678,0.039200775,0.039819853,0.042890037,0.043647366,0.040178505,0.038983282
3038,0.046421168,0.047124407,0.034500741,0.035815903,0.041443438,0.042569108,0.03979114,0.040894925,0.039001722,0.039629193,0.042644033,0.043406158,0.039950202,0.038768322
3036,0.046143863,0.04686413,0.034331636,0.035605365,0.041191763,0.042319769,0.039574344,0.040644825,0.038773137,0.039401457,0.042363447,0.043138211,0.039709055,0.038522084
3034,0.04589194,0.04661929,0.034165144,0.035403157,0.040950032,0.042069625,0.039362644,0.040416653,0.038542564,0.03917599,0.042083216,0.042880966,0.039499097,0.038278395
3032,0.045692834,0.046411672,0.034028717,0.035244944,0.040751366,0.041858198,0.039181425,0.040228716,0.038337666,0.038983469,0.041844956,0.042663262,0.039337614,0.038062598
3030,0.045518053,0.046217141,0.033905553,0.035113771,0.040575298,0.041666166,0.039003558,0.040057936,0.038151262,0.038804294,0.041642851,0.042460576,0.03917876,0.037864127
3028,0.045313753,0.045991572,0.033757588,0.034964911,0.040378851,0.041442937,0.03878642,0.039869364,0.037960845,0.038600234,0.041434308,0.042226082,0.038967403,0.037661278
3026,0.045062319,0.045719314,0.033577752,0.034782779,0.040153479,0.041178093,0.038536522,0.039657256,0.037764059,0.038366812,0.041195605,0.041951491,0.038706564,0.037452315
3024,0.044795081,0.045424903,0.03339836,0.034593386,0.039929351,0.040917932,0.038306801,0.039445929,0.037576428,0.038134702,0.040946521,0.041675789,0.038449123,0.037251715
3022,0.044549566,0.045145223,0.033252535,0.03442803,0.039732718,0.040712785,0.038133964,0.039257993,0.037404505,0.037932174,0.040721499,0.041441239,0.038235465,0.037069663
3020,0.044336455,0.044904,0.033144748,0.034295085,0.039562364,0.040568281,0.038003318,0.039092328,0.037237987,0.037763359,0.040531326,0.041256297,0.038057939,0.036904062
3018,0.044152195,0.044711031,0.033059852,0.034187464,0.039408088,0.040452336,0.037880056,0.038933112,0.037067251,0.037617707,0.040359055,0.041098885,0.037883337,0.036746457
3016,0.044000481,0.044568719,0.032983853,0.034098079,0.039269691,0.040333332,0.037752278,0.03877281,0.036895749,0.037483888,0.040183682,0.040939782,0.037693635,0.036589338
3014,0.043882264,0.044467144,0.032907687,0.034019078,0.039147399,0.040200563,0.037629051,0.038620754,0.036731713,0.037351744,0.039997328,0.040758509,0.037498665,0.036429684
3012,0.043776637,0.044378334,0.032822197,0.033938121,0.039028849,0.040057317,0.037511317,0.038487907,0.036575469,0.037211404,0.039802238,0.040549589,0.037317479,0.036267905
3010,0.043654113,0.044269079,0.032721165,0.033845391,0.038899187,0.039907489,0.037384564,0.038368175,0.036420054,0.037056932,0.039602278,0.040324206,0.037156657,0.036103295
3008,0.043510794,0.044126746,0.032608657,0.03374028,0.038758454,0.039752712,0.037240298,0.03824302,0.036262405,0.036891163,0.039405103,0.040106114,0.037009573,0.035935173
3006,0.043376983,0.04397352,0.032500346,0.033630197,0.038622335,0.039600871,0.037094253,0.038108137,0.03611219,0.036730057,0.03923031,0.039923117,0.036874029,0.03577347
3004,0.043288852,0.043853271,0.032417937,0.033530526,0.03851128,0.039473352,0.036978662,0.037986904,0.035988656,0.036600862,0.039105557,0.039797481,0.036762398,0.035641992
3002,0.043258958,0.043800336,0.032378641,0.033464331,0.038441802,0.039395987,0.036915359,0.037906541,0.035905417,0.03652413,0.039043975,0.039734054,0.036686515,0.035559174
3000,0.04327949,0.043820809,0.032385758,0.033452187,0.038423476,0.039381353,0.03689905,0.037869566,0.035861183,0.036493828,0.039029582,0.039716053,0.036640211,0.035519731
2998,0.043347964,0.043904002,0.032429258,0.033497388,0.038458144,0.039424854,0.036908281,0.037861962,0.035848363,0.03648253,0.039032059,0.039717794,0.03660703,0.035503494
2996,0.043478967,0.044046119,0.03249696,0.033585545,0.038541189,0.039516925,0.03692894,0.037881277,0.035865124,0.036468759,0.039031037,0.039722535,0.036577838,0.035493192
2994,0.043691652,0.04425899,0.032588583,0.033705664,0.038670883,0.039655941,0.036966803,0.03794059,0.035914843,0.036458173,0.039025023,0.0397302,0.03655227,0.035478969
2992,0.043995067,0.044561062,0.032721701,0.033869606,0.038859715,0.039851718,0.037042002,0.038048125,0.035999028,0.036480057,0.039026688,0.03975381,0.0365311,0.035459572
2990,0.044390414,0.04496777,0.03292447,0.03410479,0.039131281,0.040122395,0.037175408,0.038199949,0.036116625,0.036566737,0.039056685,0.039811317,0.036521252,0.035451109
2988,0.044879863,0.045486498,0.033216709,0.034427228,0.039498196,0.040484231,0.037375779,0.038393731,0.036266025,0.036730062,0.039132093,0.039912936,0.036541325,0.03548007
2986,0.045464035,0.046109687,0.033591533,0.034826232,0.039943031,0.040934282,0.037632924,0.038635019,0.036442123,0.036948222,0.039249821,0.040048991,0.0366041,0.035550432
2984,0.046134139,0.046812957,0.03401879,0.03527789,0.040429707,0.041445729,0.037925053,0.038927601,0.03663661,0.037179191,0.039388424,0.040197023,0.036695645,0.03562919
2982,0.046876619,0.047572023,0.034474651,0.035768404,0.040937415,0.041992148,0.038237417,0.039268425,0.036847155,0.037396883,0.039534038,0.040347117,0.03678732,0.035681464
2980,0.047686224,0.048384854,0.034966961,0.036299207,0.041478441,0.042576538,0.038572364,0.039652588,0.037080867,0.037613489,0.039695958,0.040512532,0.036868512,0.035711045
2978,0.04856484,0.049266904,0.035522574,0.03687349,0.042078814,0.043223764,0.038938775,0.040072786,0.037343255,0.037860197,0.039888664,0.040707647,0.036953321,0.035750624
2976,0.049503554,0.050219556,0.036147767,0.037486008,0.042744871,0.043940043,0.039335362,0.040512273,0.037627511,0.038149373,0.040106801,0.040922384,0.037051595,0.035819381
2974,0.050477322,0.051216687,0.036813573,0.038129677,0.043455263,0.044694583,0.0397524,0.040951746,0.03792202,0.038467218,0.040330633,0.041132161,0.037151181,0.035910357
2972,0.051466252,0.052231626,0.037486911,0.038806401,0.044184494,0.04545069,0.040188379,0.041391215,0.038226922,0.038803231,0.040553808,0.041333153,0.037241309,0.036017448
2970,0.052469535,0.05326043,0.038161273,0.039520753,0.04492247,0.046198006,0.040651813,0.041853009,0.038554453,0.039168671,0.040792006,0.041553146,0.037339762,0.036151931
2968,0.053481709,0.0542982,0.03884215,0.040260011,0.045664388,0.046937549,0.041141875,0.042353477,0.038913761,0.039577618,0.041065623,0.041824027,0.037481442,0.036328031
2966,0.054458059,0.055298551,0.039510994,0.040985137,0.046387665,0.047646538,0.041637213,0.042877945,0.039301845,0.04002141,0.041386453,0.04215501,0.037686144,0.036549531
2964,0.05531669,0.05617492,0.040119747,0.041641114,0.047045118,0.048276668,0.042109056,0.043387533,0.039705656,0.040469955,0.04175682,0.042534138,0.03794903,0.036814519
2962,0.055975741,0.056842094,0.040618522,0.042172165,0.047580834,0.048783818,0.042537995,0.043844015,0.040105506,0.040892183,0.042168755,0.042945654,0.038260768,0.037121794
2960,0.056385155,0.057248502,0.0409783,0.042535056,0.04795531,0.049147674,0.042914752,0.044226492,0.040481459,0.041271801,0.042606736,0.043382687,0.038626088,0.037471789
2958,0.056535806,0.05738166,0.041192398,0.042717284,0.048164739,0.049369951,0.043235291,0.044535608,0.040827848,0.041612313,0.043063676,0.043850443,0.039058153,0.037871
2956,0.056459495,0.057270588,0.041273457,0.042752364,0.048243749,0.04947244,0.043506003,0.044792189,0.041162872,0.041935263,0.043553236,0.044361497,0.039560802,0.038334334
2954,0.056224955,0.056992072,0.041253936,0.04270828,0.048249299,0.049498886,0.043749912,0.045029395,0.041516843,0.042269287,0.044094453,0.044923107,0.040120706,0.038870012
2952,0.055926312,0.056662455,0.041184297,0.042654575,0.048242226,0.049508303,0.044000741,0.045281971,0.041912232,0.042635953,0.04468759,0.045529063,0.040715596,0.039462092
2950,0.055672152,0.056411588,0.041130816,0.042646022,0.048284753,0.049563986,0.044292168,0.045583861,0.042360532,0.043049142,0.045319378,0.046169891,0.041328692,0.040080579
2948,0.055577912,0.056353786,0.041173576,0.04273549,0.048444846,0.049729799,0.044654616,0.045970522,0.042872421,0.043527247,0.045990125,0.04685019,0.041958191,0.040711472
2946,0.055745827,0.056565743,0.041390145,0.042982116,0.048784028,0.050065522,0.045114187,0.046470946,0.043457526,0.044094366,0.046716262,0.047585314,0.042614979,0.041364939
2944,0.056229245,0.057075372,0.041822972,0.043431486,0.049332233,0.050609359,0.045685963,0.047093311,0.044113738,0.044762006,0.047500489,0.048377922,0.04330944,0.042049664
2942,0.057010803,0.057865316,0.042460899,0.044091788,0.050077713,0.051360937,0.046368174,0.047824403,0.044827818,0.045515522,0.0483157,0.049207269,0.044037365,0.042749677
2940,0.058018863,0.058885778,0.043258367,0.044934213,0.050979433,0.052283289,0.047143392,0.04864117,0.04558591,0.046321967,0.049124915,0.050043486,0.044773783,0.043430456
2938,0.059161495,0.060059533,0.044165123,0.04590507,0.051978055,0.053313187,0.047976748,0.049508299,0.046366716,0.047140075,0.049896755,0.050855488,0.045472078,0.044054173
2936,0.060343986,0.061280402,0.045127926,0.04692855,0.052995852,0.054364109,0.048809579,0.050364437,0.047119843,0.04791659,0.05058868,0.051595848,0.046068559,0.044582472
2934,0.061473502,0.062431616,0.046076408,0.047913688,0.053946323,0.055336331,0.049567308,0.051131428,0.047768859,0.048587976,0.051136654,0.052195435,0.04650172,0.04497799
2932,0.062472598,0.06342655,0.046931748,0.048780991,0.054759206,0.056149092,0.05018583,0.051748946,0.048249783,0.049101948,0.051486718,0.05259338,0.046741695,0.045215531
2930,0.063288919,0.064225389,0.047631261,0.049482175,0.055390003,0.056764624,0.050628085,0.052189516,0.048541478,0.049434382,0.051633645,0.052772327,0.046803962,0.045290266
2928,0.063878736,0.064801853,0.048130916,0.049985123,0.055801907,0.057169664,0.050874832,0.052438519,0.048656526,0.049581249,0.051616452,0.052759422,0.04673319,0.045216582
2926,0.06418688,0.065108437,0.048388159,0.050249322,0.055954911,0.057339375,0.050913543,0.052481417,0.048615852,0.049545791,0.051480175,0.052600554,0.046574839,0.045028071
2924,0.064159764,0.065090653,0.048362035,0.050230549,0.055823175,0.057234297,0.050744297,0.052319158,0.048436184,0.049341154,0.05124855,0.052335936,0.046357193,0.044773284
2922,0.063775946,0.064723355,0.04803524,0.04990511,0.055411436,0.056831474,0.050385461,0.0519749,0.048128281,0.048993071,0.050925857,0.051988388,0.046089566,0.044493962
2920,0.063054549,0.064018399,0.047430685,0.04928474,0.054749998,0.056150846,0.04986822,0.051475809,0.047702304,0.048532,0.050519127,0.051569168,0.045774604,0.044206142
2918,0.062045232,0.063014432,0.046612926,0.048424405,0.05389168,0.055259143,0.049237573,0.050848978,0.04718538,0.04799297,0.05006128,0.051101025,0.04542773,0.04391358
2916,0.060827128,0.061784249,0.045681997,0.047428283,0.052921435,0.054258769,0.048561858,0.050146333,0.046635681,0.047428485,0.049612467,0.050635526,0.045088024,0.043636756
2914,0.059509021,0.060442269,0.044751098,0.046427803,0.051945881,0.053262217,0.047920734,0.049450083,0.046123654,0.04690433,0.04922911,0.050234698,0.04480543,0.043412542
2912,0.058207064,0.05911623,0.043904638,0.045524531,0.051051371,0.05235488,0.047366985,0.048832615,0.045692646,0.046466921,0.048929647,0.049930793,0.044613269,0.043263941
2910,0.057009057,0.057897389,0.043166881,0.044746361,0.050271443,0.05156908,0.046903526,0.048316981,0.045344264,0.046117622,0.048696214,0.049710089,0.044510168,0.043181827
2908,0.055954714,0.056816584,0.042514231,0.044063325,0.049597172,0.050890449,0.046504319,0.047885079,0.045061117,0.045826683,0.04850703,0.049537359,0.044465788,0.043138279
2906,0.055040299,0.055860802,0.041915579,0.043439156,0.049005792,0.050285443,0.046147932,0.047509758,0.044826911,0.045564971,0.048352112,0.049384225,0.044439337,0.043104544
2904,0.054238048,0.055008093,0.041362256,0.042865997,0.048479602,0.049732208,0.045832466,0.047176627,0.044631162,0.045326843,0.048229576,0.049245406,0.044409482,0.04306799
2902,0.053512549,0.054242602,0.040856541,0.042347556,0.04799796,0.049221732,0.045553406,0.046873746,0.044454714,0.045113807,0.048126376,0.049122613,0.044374656,0.043025836
2900,0.052842163,0.053558694,0.040401194,0.041885442,0.047547911,0.048759318,0.045304293,0.046599661,0.044289065,0.044934073,0.048039242,0.049028583,0.044356269,0.042996295
2898,0.052226236,0.0529505,0.039991872,0.041472721,0.047127438,0.048348631,0.045078178,0.046357956,0.044137747,0.044791252,0.047975354,0.048968134,0.044367895,0.042996174
2896,0.051677527,0.052407883,0.039621371,0.041101516,0.046742733,0.047983781,0.044872551,0.046145521,0.044003845,0.044679145,0.047937254,0.048924359,0.044397034,0.043019137
2894,0.051209826,0.051926766,0.039289273,0.040772294,0.046405191,0.047659526,0.044693601,0.045953535,0.043884573,0.044589013,0.04791627,0.048874621,0.044421727,0.043044493
2892,0.050829871,0.051517608,0.039004322,0.040490353,0.046124736,0.047378605,0.044546574,0.045777594,0.043772023,0.044510672,0.04789156,0.04880906,0.044425232,0.043049985
2890,0.050539114,0.051200413,0.038780845,0.04025958,0.045906411,0.047149766,0.044424083,0.045623386,0.043657854,0.044429297,0.047834915,0.048728799,0.044394296,0.043013506
2888,0.050339603,0.05099108,0.038628946,0.040080757,0.045750004,0.046980416,0.04430437,0.045492497,0.043532167,0.044322923,0.047716211,0.048622937,0.044308688,0.042910309
2886,0.050240732,0.050899407,0.038549292,0.039959989,0.045656693,0.046877907,0.044169951,0.045371825,0.043386936,0.044174572,0.047519569,0.048464129,0.044147749,0.042729402
2884,0.050258375,0.050936032,0.038537081,0.039913924,0.045631768,0.046850064,0.044025888,0.045245,0.043222362,0.043986405,0.047254796,0.048229926,0.043903551,0.042486531
2882,0.050397114,0.051103632,0.038585879,0.03995509,0.045671243,0.046890457,0.043889486,0.045107574,0.043042944,0.043772365,0.046941908,0.047917491,0.043579312,0.042202251
2880,0.050625696,0.051370287,0.038681963,0.040066037,0.04574521,0.046962945,0.043761422,0.044962219,0.04284583,0.043537038,0.046586028,0.047536723,0.043182082,0.041872336
2878,0.050873492,0.051658762,0.038796796,0.040193615,0.045802976,0.047013056,0.043617826,0.044804588,0.042619538,0.043272269,0.046181312,0.047104328,0.04273061,0.041481497
2876,0.05105767,0.051873892,0.038890104,0.040275242,0.045798137,0.046998154,0.043433567,0.044622834,0.042354232,0.042975065,0.045737984,0.046647573,0.042264884,0.041043453
2874,0.051116358,0.05194342,0.038922168,0.04027133,0.045705524,0.046899824,0.043203315,0.04440815,0.042048016,0.042656105,0.045287714,0.046197097,0.041829796,0.04060357
2872,0.05102474,0.051839966,0.038868164,0.040177684,0.045521819,0.046713928,0.042938649,0.044160806,0.041708808,0.04232873,0.04485967,0.045768486,0.041446543,0.040199805
2870,0.050802965,0.051586669,0.038734794,0.040023611,0.045268411,0.046451958,0.04265941,0.043891812,0.041362335,0.042003794,0.044466874,0.045362428,0.041109143,0.039841809
2868,0.050522997,0.051258548,0.038573052,0.039867412,0.044998321,0.046160398,0.042395589,0.043626537,0.041054361,0.041701341,0.044117425,0.044987059,0.040806067,0.039528896
2866,0.050292083,0.050965909,0.038465392,0.039780547,0.044783554,0.045918495,0.042185646,0.04340274,0.040826886,0.041453561,0.04382014,0.04466538,0.040532725,0.039262947
2864,0.050203068,0.050811147,0.038482698,0.039816834,0.044681448,0.045796932,0.042060112,0.043256046,0.040686397,0.041285104,0.043571449,0.044412414,0.040284788,0.03903564
2862,0.050287597,0.050845308,0.038642609,0.039987575,0.044709622,0.045816164,0.042025164,0.04320124,0.040604025,0.041194584,0.043351995,0.044215532,0.040054349,0.038825392
2860,0.05050805,0.05105014,0.038900527,0.040256948,0.044840472,0.045939612,0.042058215,0.043219458,0.040544568,0.041156314,0.043145173,0.044044235,0.039836094,0.038619932
2858,0.050770955,0.051334471,0.039164518,0.040542936,0.04499734,0.046086517,0.042106427,0.043252925,0.040479568,0.04112696,0.042946831,0.043868571,0.039626391,0.038425461
2856,0.050932795,0.051534444,0.039311623,0.040718132,0.045055807,0.046142553,0.042088805,0.043214331,0.040372884,0.041045633,0.042749476,0.043662839,0.039415257,0.038243428
2854,0.050821811,0.051449925,0.039215578,0.040640337,0.044883726,0.045986059,0.041923088,0.043022336,0.040179587,0.04084932,0.042531108,0.043407972,0.039191601,0.038056649
2852,0.05030887,0.050936759,0.038801284,0.040223522,0.044413474,0.045542061,0.041572317,0.042647303,0.039874688,0.040512197,0.042270062,0.043103897,0.038958973,0.037851617
2850,0.049385862,0.04999459,0.038092792,0.039493273,0.043679972,0.044823841,0.041065223,0.042124704,0.039473126,0.040068598,0.041962654,0.04277095,0.038735435,0.037640179
2848,0.04817199,0.048764073,0.037202169,0.038567655,0.042786161,0.043920037,0.040466289,0.041522118,0.039013661,0.03958469,0.041620892,0.042428792,0.038534038,0.037444241
2846,0.046844384,0.047437734,0.036265516,0.037586333,0.041842523,0.042947209,0.03983501,0.040899437,0.038534171,0.039109237,0.041263649,0.042082138,0.038351451,0.037267635
2844,0.045565633,0.046171368,0.035386262,0.03665846,0.040939227,0.042013097,0.039217791,0.040299597,0.038068351,0.038659072,0.040916091,0.041734947,0.038177466,0.037095631
2842,0.044452836,0.045055522,0.034621826,0.035853067,0.040144753,0.041197427,0.038658959,0.03975682,0.037649272,0.038242302,0.040605134,0.041406705,0.038006706,0.036916731
