,Whey_a,Whey_b,W10a,W10b,W20a,W20b,W40a,W40b,W60a,W60b,W80a,W80b,Amb,Ama
2306,0.026261877,0.02655809,0.023122329,0.023621519,0.026188511,0.026790749,0.027623318,0.02796446,0.027829849,0.027819633,0.030324751,0.030703327,0.03000183,0.028954421
2304,0.02624764,0.026532153,0.023089393,0.023605188,0.026128716,0.026743852,0.027574764,0.02789892,0.027720096,0.027675113,0.030219976,0.030559859,0.029811603,0.028736437
2302,0.026300735,0.026547662,0.023106197,0.023638286,0.026122188,0.026747553,0.027576437,0.027903341,0.027698661,0.027613151,0.030168607,0.030504954,0.029699155,0.028598004
2300,0.026426294,0.026618278,0.023162839,0.023707135,0.026156753,0.02679161,0.027613461,0.027967461,0.027728156,0.02764339,0.03016201,0.030533046,0.02967097,0.028568563
2298,0.026591968,0.026747996,0.02324808,0.02380164,0.026237506,0.026867879,0.02768014,0.028090723,0.027787443,0.027761536,0.030203972,0.030649892,0.02973176,0.028661528
2296,0.026766065,0.026933752,0.023357696,0.023919545,0.026379461,0.02697705,0.027786048,0.028265013,0.027874316,0.027936931,0.030310004,0.030845301,0.029864104,0.028851445
2294,0.026929971,0.027145974,0.023480379,0.024046344,0.026569047,0.027109064,0.027923586,0.028443668,0.027984106,0.028115946,0.030471794,0.031068856,0.030016645,0.029073662
2292,0.027071427,0.027327519,0.023593375,0.024154098,0.026753517,0.027237529,0.028061017,0.028565601,0.028097884,0.028260938,0.030653699,0.031263373,0.030139518,0.029266014
2290,0.027190524,0.027440356,0.023676342,0.024227607,0.026878212,0.027342489,0.028171415,0.028608356,0.028185414,0.028371242,0.030821231,0.031401126,0.03021775,0.029397463
2288,0.027295465,0.027502134,0.023718939,0.024273365,0.026926246,0.027421318,0.028243803,0.028594088,0.028220215,0.028454137,0.030948832,0.031472619,0.030256734,0.029456083
2286,0.027368583,0.027550206,0.023713978,0.024289676,0.026914168,0.027462873,0.028257959,0.028544713,0.028188738,0.028486592,0.030999982,0.031458603,0.03024537,0.029428891
2284,0.027359419,0.027583404,0.02366103,0.024251294,0.026867164,0.027436946,0.028186273,0.028464125,0.028098108,0.028436399,0.030944406,0.031354315,0.030166753,0.029322685
2282,0.0272414,0.027569523,0.02357879,0.024143527,0.02680661,0.027331618,0.028039192,0.028363428,0.027980237,0.028314669,0.030802566,0.031206026,0.030036273,0.029185674
2280,0.0270568,0.027496596,0.023493761,0.023995344,0.026739051,0.027183163,0.027876181,0.028263809,0.027873168,0.028173751,0.030639198,0.031074745,0.029896672,0.029068599
2278,0.026874509,0.027383747,0.023409273,0.023857051,0.026644811,0.027044623,0.027747012,0.028160288,0.027788651,0.028051754,0.030499986,0.030965211,0.029772482,0.028963733
2276,0.026726298,0.027254613,0.023311408,0.023760993,0.026509221,0.026942545,0.027654135,0.028028347,0.027719431,0.027960301,0.030393608,0.030851864,0.029669218,0.028833914
2274,0.026624361,0.027135927,0.023215617,0.023724252,0.026377516,0.026885609,0.027594489,0.02789245,0.027680782,0.027930118,0.03034743,0.030774533,0.029621964,0.028710143
2272,0.026602449,0.02706607,0.023169832,0.023757548,0.026329541,0.026878458,0.027583734,0.027829075,0.027697813,0.027995416,0.03039969,0.03080822,0.029671265,0.028677859
2270,0.026672436,0.027063536,0.023195586,0.023841792,0.026382998,0.026901472,0.02761188,0.027872183,0.027749635,0.028117152,0.030517919,0.030934037,0.029785807,0.028755722
2268,0.026770942,0.027101033,0.023264096,0.02392905,0.026476322,0.026921637,0.027637377,0.027974146,0.027785043,0.02819947,0.030618671,0.031053774,0.029890425,0.02887683
2266,0.026819232,0.027142972,0.023339025,0.023990519,0.026559163,0.026941579,0.027650525,0.02807514,0.027799674,0.028198814,0.030676641,0.031132219,0.029961125,0.028989453
2264,0.02681967,0.027183607,0.023403618,0.024034888,0.026636262,0.026993516,0.027688665,0.028154992,0.027842537,0.0281597,0.030733554,0.031215467,0.030021475,0.029093925
2262,0.02683068,0.027212915,0.023438614,0.024061488,0.026702695,0.027068423,0.027764054,0.028201404,0.027933757,0.028134831,0.030796858,0.031304116,0.030064246,0.029178169
2260,0.026863768,0.027182933,0.023421057,0.024032801,0.026707741,0.027101296,0.027827344,0.028189589,0.028022381,0.028124226,0.030816145,0.03132058,0.030054972,0.029199487
2258,0.02687145,0.027062085,0.023365003,0.023925244,0.026624566,0.02705512,0.027830897,0.028126632,0.028044914,0.028104308,0.030775464,0.031228918,0.030006094,0.029149639
2256,0.026823392,0.026897697,0.023317658,0.023774666,0.026499781,0.026968489,0.027778622,0.028061374,0.027987531,0.028062044,0.030715085,0.031087615,0.02996348,0.029066526
2254,0.02673824,0.026775129,0.023299071,0.023644795,0.026398691,0.026897319,0.027700063,0.028027034,0.027882651,0.027997602,0.030653423,0.030966299,0.029932682,0.028979381
2252,0.026648607,0.026730618,0.023284508,0.023568844,0.026341585,0.026854556,0.027620378,0.028013183,0.02777542,0.027931628,0.030568723,0.030889579,0.029888926,0.028899124
2250,0.026584557,0.026745242,0.023261142,0.023545469,0.026322975,0.026835023,0.027573323,0.028013826,0.027707935,0.027906195,0.030476269,0.030883103,0.029850526,0.028864863
2248,0.026572584,0.026788534,0.023244921,0.023556555,0.026332284,0.026840127,0.027579154,0.028044016,0.027696619,0.027926679,0.030427787,0.030970567,0.029851425,0.028917802
2246,0.026597359,0.026817189,0.023221507,0.023562929,0.026326767,0.026846038,0.027590286,0.028087345,0.027710483,0.027922441,0.030417656,0.03109584,0.029856149,0.029020199
2244,0.026589366,0.026775564,0.023136073,0.02352105,0.026252194,0.026807809,0.027526358,0.028088248,0.027699967,0.027831059,0.030385994,0.031141214,0.029796524,0.029073233
2242,0.026508617,0.026663434,0.022979217,0.023434378,0.026129122,0.026732246,0.027387513,0.028025986,0.027655215,0.02770403,0.030332489,0.031059395,0.02968605,0.029029275
2240,0.026421269,0.026576086,0.022837617,0.023368023,0.026064757,0.026698279,0.027280566,0.027956422,0.027620727,0.027665892,0.030342251,0.030933155,0.029622074,0.028943446
2238,0.026432995,0.026613901,0.022814246,0.023384964,0.026131358,0.026761296,0.02729854,0.027946407,0.027646349,0.027770176,0.030457604,0.030877808,0.029668005,0.028905843
2236,0.026561818,0.026770798,0.022930364,0.023489802,0.026284391,0.026884641,0.027426272,0.02800305,0.027742114,0.027959371,0.030607305,0.030940383,0.029805027,0.02896659
2234,0.02673163,0.026961513,0.023134607,0.023648422,0.026437686,0.027005332,0.027591846,0.028093335,0.027874862,0.028155296,0.030707701,0.031100625,0.029992318,0.029118612
2232,0.026862909,0.027116626,0.023355842,0.023821022,0.026551687,0.027109334,0.027745091,0.028189145,0.027982955,0.028306509,0.030754948,0.031296805,0.030187519,0.029296371
2230,0.026911221,0.02719248,0.023507751,0.023953548,0.026605078,0.027193201,0.027849222,0.028262207,0.028007344,0.028355806,0.030772794,0.03143652,0.030313537,0.029398467
2228,0.026857431,0.027148339,0.023507816,0.023989585,0.026563116,0.02721608,0.027868874,0.028278703,0.027946332,0.028266318,0.030745556,0.031463316,0.030308578,0.029376847
2226,0.026735999,0.027001924,0.023357394,0.023930113,0.026444414,0.02715591,0.027820623,0.028236412,0.027871757,0.02810115,0.030660527,0.031430318,0.030219798,0.029296761
2224,0.026646941,0.026867904,0.023169131,0.023844697,0.026353231,0.027067408,0.027782628,0.028178868,0.027857729,0.027992931,0.03056541,0.031439106,0.030160415,0.029253221
2222,0.026662336,0.026847117,0.023061094,0.023793042,0.026368032,0.027019056,0.027801116,0.028146133,0.027903813,0.028004645,0.03053191,0.031498537,0.030164148,0.029249639
2220,0.026739947,0.026899438,0.02304655,0.023770847,0.026445662,0.027006834,0.027829289,0.028136547,0.027959497,0.028082318,0.030590778,0.031518672,0.030162914,0.029226736
2218,0.026797806,0.026910522,0.023066134,0.023758094,0.02650319,0.02698968,0.027804283,0.028134169,0.02800169,0.028157482,0.030723942,0.031448595,0.030110558,0.029184587
2216,0.026840916,0.026856287,0.023086931,0.023771812,0.026541058,0.026976065,0.027743991,0.028144079,0.028044287,0.028221519,0.030883879,0.031338042,0.030043171,0.029187773
2214,0.026930316,0.026810933,0.023117395,0.023829725,0.026611392,0.027011788,0.027722194,0.028181097,0.028094468,0.028283387,0.031011793,0.031258128,0.030013404,0.029259591
2212,0.027055783,0.026820379,0.023161968,0.023905624,0.026713113,0.027104813,0.027778413,0.028248828,0.028154139,0.02833531,0.031083668,0.031243153,0.030048932,0.029358738
2210,0.027131556,0.026865836,0.023217608,0.023964594,0.026795905,0.027215252,0.027888477,0.028338835,0.028243798,0.028386387,0.031137927,0.031313577,0.030174071,0.0294569
2208,0.027107601,0.026935453,0.023288454,0.024006877,0.026830804,0.027300774,0.027993448,0.028423659,0.028363614,0.028462459,0.031208175,0.031462389,0.030376565,0.029552552
2206,0.027013542,0.027037998,0.02336282,0.024045042,0.026814421,0.027338906,0.028035947,0.028455461,0.028451769,0.028552156,0.031252342,0.031606256,0.030553438,0.029616276
2204,0.026906185,0.02715327,0.023408619,0.02407697,0.026744859,0.027337271,0.028007254,0.028411006,0.028450664,0.02861625,0.031222524,0.031649917,0.030594422,0.0296175
2202,0.026835543,0.027247608,0.023427721,0.024110322,0.026650316,0.027347836,0.027973337,0.028334779,0.028401152,0.02865695,0.031177671,0.031620637,0.030527475,0.029605775
2200,0.026835466,0.02732128,0.023469995,0.024167101,0.026595136,0.027424435,0.028009768,0.02829569,0.028397476,0.028704837,0.031225316,0.031647,0.030483691,0.029669584
2198,0.026879838,0.027370404,0.023548066,0.02423201,0.026594089,0.027530492,0.028098217,0.028309952,0.028454866,0.028733521,0.031353215,0.031781047,0.030514124,0.029800198
2196,0.026887442,0.027342595,0.023591381,0.024251993,0.026574854,0.027549457,0.028143679,0.028356158,0.02850158,0.02867878,0.031433199,0.031929764,0.03055137,0.029888616
2194,0.026840185,0.02721747,0.023543245,0.024224416,0.026496342,0.027436497,0.02811,0.0284494,0.028507677,0.028564852,0.03141371,0.031992475,0.030564179,0.029879119
2192,0.026845418,0.027096652,0.02345835,0.024229949,0.026449293,0.027304726,0.028070066,0.02862457,0.028539862,0.02852049,0.031394934,0.031982052,0.030623651,0.029841642
2190,0.026994698,0.027112077,0.023437745,0.024329494,0.026553813,0.027302828,0.028097088,0.028840117,0.028658509,0.028627366,0.03147263,0.03197792,0.03076812,0.029865777
2188,0.027211191,0.027260506,0.023499605,0.024472434,0.026793256,0.027443976,0.028173948,0.028981189,0.028822506,0.028824752,0.031606775,0.032029797,0.030912013,0.0299557
2186,0.027333471,0.027415813,0.02357828,0.02454984,0.027028356,0.027606881,0.028243175,0.028982122,0.02892693,0.029004421,0.031700204,0.032131434,0.030955145,0.030054509
2184,0.027294208,0.027470436,0.023617001,0.024489607,0.027136441,0.027657367,0.028275875,0.028878596,0.028890791,0.029121297,0.031718166,0.032219889,0.030899219,0.030101237
2182,0.027114432,0.027378356,0.023594269,0.024272294,0.027071499,0.027523386,0.028251266,0.028726541,0.028699191,0.029162431,0.031667217,0.032189091,0.030797269,0.030041044
2180,0.026795245,0.027121914,0.023494091,0.023931377,0.026849719,0.027218611,0.028143606,0.028545824,0.028411818,0.029089505,0.031537188,0.031990655,0.030664224,0.02985724
2178,0.02636726,0.026767387,0.023332319,0.023591972,0.026571798,0.026863998,0.027982976,0.028368965,0.02814762,0.028890657,0.031343415,0.031737077,0.030506858,0.029628798
2176,0.02600408,0.0265147,0.023197089,0.023435395,0.026415427,0.026643046,0.02786894,0.02826283,0.028020836,0.028649054,0.031179201,0.031624288,0.030386924,0.029499614
2174,0.025920631,0.026546193,0.023192548,0.023545456,0.02649714,0.026662549,0.027878834,0.028261635,0.028074061,0.028503397,0.031163023,0.031740265,0.030391766,0.029561693
2172,0.026162504,0.026836532,0.023346347,0.023834566,0.026754206,0.026879239,0.028013609,0.028349062,0.028290753,0.028552696,0.031354546,0.03202231,0.030571397,0.029802194
2170,0.026614232,0.027222012,0.023614393,0.024172644,0.027036613,0.027199888,0.028254664,0.028534676,0.028649277,0.028813525,0.031739809,0.032392653,0.030924956,0.030162254
2168,0.027155043,0.027594685,0.023932182,0.024504054,0.027264248,0.027572385,0.028581057,0.02885612,0.029090406,0.029211193,0.03222852,0.032814479,0.031383377,0.030566851
2166,0.027642663,0.027875499,0.024191817,0.024764142,0.027402396,0.027904122,0.028870152,0.029236935,0.029429689,0.029562363,0.032615706,0.033173943,0.031764956,0.030869697
2164,0.027793203,0.027849942,0.024209809,0.024769441,0.027336461,0.027974069,0.028873139,0.029408709,0.029405309,0.029623789,0.03262082,0.033223178,0.031816682,0.030853426
2162,0.027303081,0.027256873,0.023822817,0.024325401,0.026911412,0.027564395,0.028407747,0.029081353,0.028889898,0.029241747,0.032070776,0.032751081,0.031380296,0.030370673
2160,0.026231205,0.026173376,0.023075355,0.023481769,0.026163208,0.026730843,0.027596301,0.028246532,0.028061348,0.028500558,0.031104878,0.031838471,0.03055137,0.029523878
2158,0.025106686,0.025126226,0.0222608,0.02258683,0.025403055,0.025850015,0.026817119,0.027277481,0.027306733,0.027707843,0.030153789,0.030885171,0.029660465,0.028666889
2156,0.024443148,0.024587728,0.021688561,0.021999562,0.02494162,0.025297166,0.026362211,0.026626775,0.02691031,0.027168202,0.029602243,0.030285905,0.029040377,0.028133966
2154,0.024325459,0.024566994,0.021466701,0.021838421,0.024835382,0.025173959,0.026252627,0.026472038,0.026889959,0.026986164,0.029512296,0.030133868,0.028819666,0.027998197
2152,0.024539796,0.024788619,0.021517536,0.022001187,0.024945542,0.025352177,0.026350554,0.026677028,0.027082403,0.027072221,0.029682943,0.030254433,0.028909261,0.028107465
2150,0.0248062,0.024974115,0.021662752,0.022253123,0.025073773,0.025594155,0.026477146,0.026935847,0.027261044,0.027233236,0.029844406,0.030392159,0.029079309,0.028241858
2148,0.024896413,0.024964117,0.021723309,0.022356174,0.025060337,0.025679018,0.026488689,0.026981754,0.027258537,0.027293851,0.029835173,0.030398429,0.029104906,0.028262177
2146,0.0247584,0.024792902,0.021654054,0.022260574,0.024886975,0.025564058,0.026370268,0.026790512,0.02708349,0.027219861,0.02969037,0.030321546,0.028939888,0.028187754
2144,0.024546236,0.024656154,0.021564305,0.022130344,0.024684487,0.025401696,0.02623441,0.026568586,0.026888787,0.027114884,0.029553146,0.030293262,0.028733775,0.028128819
2142,0.024437053,0.024700069,0.021558918,0.022114842,0.024586709,0.0253409,0.026182248,0.02650622,0.026796248,0.027080307,0.02950517,0.030336077,0.028656169,0.028142733
2140,0.024433327,0.024838208,0.021597761,0.022159999,0.024591745,0.025356064,0.02619412,0.026578938,0.026782413,0.027101316,0.029508197,0.030335943,0.028730775,0.028176491
2138,0.024415621,0.02485696,0.021561657,0.022113957,0.024602039,0.02532373,0.026183069,0.026622851,0.026748023,0.027080887,0.02948789,0.030199146,0.028848315,0.028144625
2136,0.024334864,0.024679586,0.021413929,0.021945873,0.024562146,0.025206865,0.026110885,0.026553318,0.026650587,0.026959352,0.029419044,0.02997072,0.028896629,0.028030908
2134,0.024252784,0.024442633,0.021238871,0.021771011,0.024508797,0.025088614,0.026017811,0.026453317,0.02654107,0.026787532,0.029334476,0.029785515,0.028857287,0.027908262
2132,0.024228511,0.02432736,0.021143727,0.021704256,0.024514074,0.025059681,0.02597278,0.026464557,0.026502727,0.026688518,0.029300558,0.029747689,0.028800759,0.027872523
2130,0.024268635,0.024404097,0.021175595,0.021778643,0.024624517,0.02514471,0.026026156,0.026642507,0.026584137,0.026749748,0.029384014,0.029873406,0.028810068,0.027963202
2128,0.02436972,0.024627663,0.021316804,0.021973917,0.024834103,0.025319164,0.026182931,0.026919438,0.026770831,0.026947667,0.029600306,0.030107614,0.028911991,0.028139882
2126,0.024524924,0.024891714,0.021508774,0.022234331,0.02507623,0.025533969,0.026391167,0.027170819,0.026990765,0.027172174,0.02987919,0.030365626,0.029071375,0.028323328
2124,0.024698532,0.025088822,0.021686736,0.022469478,0.025258983,0.025729983,0.026575032,0.027313744,0.027157988,0.027328516,0.0301076,0.030581207,0.029239411,0.028459055
2122,0.024855515,0.025184939,0.021825024,0.022607731,0.025342508,0.025871501,0.026700151,0.02735969,0.027236851,0.027412948,0.030223774,0.030737862,0.029396319,0.028546226
2120,0.025006533,0.025242153,0.021943074,0.022658883,0.02537041,0.025966372,0.026788588,0.027377131,0.027262314,0.027481266,0.030255799,0.030852502,0.029542227,0.028615303
2118,0.025178452,0.02533804,0.022060065,0.022694738,0.025414416,0.026042388,0.026867158,0.027417483,0.027296033,0.027568244,0.030276012,0.030943338,0.029671463,0.028698974
2116,0.025357762,0.02547646,0.02216999,0.022772692,0.025511787,0.026121253,0.026934888,0.027490449,0.027372862,0.027664454,0.030341226,0.031026984,0.029779624,0.028825066
2114,0.025508096,0.025608175,0.022273966,0.022898921,0.025663276,0.026223083,0.026990446,0.027590852,0.027488535,0.027753026,0.030467373,0.031121939,0.029877817,0.029003511
2112,0.025622114,0.025708226,0.02239881,0.023046541,0.025849294,0.026362101,0.027052829,0.027709776,0.027618348,0.027830647,0.030627329,0.031223967,0.029971742,0.029199178
2110,0.025709393,0.025787426,0.022547818,0.023172019,0.026017954,0.026511381,0.027130823,0.027816038,0.027732018,0.027891629,0.030762999,0.031291335,0.030037213,0.029336445
2108,0.025752404,0.025849954,0.022660198,0.023227111,0.026096592,0.026601587,0.027203837,0.027865815,0.027804535,0.027924787,0.030829731,0.031291334,0.030050192,0.029361224
2106,0.025727451,0.025893604,0.022662528,0.023192395,0.026059824,0.026589586,0.027255903,0.027847157,0.027825199,0.027927867,0.030834163,0.03124572,0.030029254,0.029287809
2104,0.025652404,0.025930579,0.022546046,0.023095905,0.025958761,0.026503225,0.027294312,0.027783972,0.027793626,0.027900438,0.030808772,0.031192701,0.03001264,0.029170991
2102,0.025556943,0.025946187,0.022362038,0.02297769,0.025848355,0.026391265,0.027308767,0.027685791,0.02770967,0.027827944,0.030758236,0.031121955,0.029999296,0.029053689
2100,0.025429404,0.025868238,0.022161913,0.022850271,0.025716267,0.026259226,0.027248123,0.02753183,0.027577502,0.027698333,0.030655275,0.030987855,0.029944742,0.028950176
2098,0.025253983,0.025654694,0.021979696,0.022718368,0.025526448,0.026091086,0.027079264,0.027327315,0.027423977,0.027533746,0.030491283,0.030784459,0.029822327,0.028858337
2096,0.025079451,0.025397477,0.021856573,0.022614994,0.02531107,0.025912526,0.026852781,0.027146452,0.027304297,0.027385866,0.030309541,0.03057498,0.029668637,0.028774142
2094,0.024983124,0.025255219,0.021829048,0.022576078,0.025162728,0.025783493,0.026670557,0.027078507,0.027272293,0.027299709,0.030175465,0.030444123,0.029558429,0.028705954
2092,0.024977655,0.025277333,0.021888096,0.022594756,0.025139668,0.025735872,0.026598806,0.027140525,0.027339742,0.027299209,0.030126803,0.030446406,0.029545096,0.02868207
2090,0.025016145,0.025368412,0.021985704,0.022640508,0.025222036,0.025755699,0.026640986,0.027271002,0.027467128,0.027395037,0.03015857,0.030588395,0.029625046,0.028726766
2088,0.025067646,0.025419829,0.022079829,0.022703327,0.0253485,0.025812501,0.026768867,0.027392244,0.027589037,0.027569946,0.030240726,0.030817971,0.029740021,0.028822488
2086,0.02512787,0.025406708,0.022151284,0.022780731,0.025459185,0.025875272,0.026935545,0.027460413,0.027650591,0.027757006,0.0303414,0.031030448,0.029811097,0.02891639
2084,0.025182215,0.025361342,0.022191337,0.022842234,0.025518051,0.025917637,0.02707451,0.027476924,0.027636432,0.027873981,0.030445213,0.031135699,0.029796204,0.028976051
2082,0.025218613,0.025315802,0.022199613,0.022851366,0.025531768,0.025937343,0.027131494,0.027476902,0.027574847,0.027895567,0.030551288,0.03113297,0.029722292,0.029015071
2080,0.025269087,0.025298649,0.022192368,0.022819137,0.025547474,0.025962895,0.027108853,0.027502021,0.027515612,0.027872404,0.030648802,0.031093147,0.029654263,0.029052268
2078,0.025376591,0.025340885,0.022194119,0.02280217,0.025611301,0.02602177,0.027069855,0.027567455,0.027510681,0.027881609,0.030721461,0.031084336,0.029650292,0.029090667
2076,0.025521425,0.025450899,0.022221353,0.022841882,0.025730739,0.026112623,0.02708761,0.027653807,0.027599641,0.027966176,0.030780185,0.031135021,0.029744648,0.029150584
2074,0.025637384,0.025602561,0.022281151,0.022923383,0.025877063,0.0262171,0.027181823,0.02773135,0.027780345,0.028103847,0.030852099,0.031238,0.029932788,0.029268263
2072,0.025687509,0.025745966,0.022371681,0.022992354,0.026003281,0.026314936,0.027300588,0.027784335,0.027989306,0.0282209,0.030928823,0.031352222,0.030150342,0.029433054
2070,0.025680192,0.025824182,0.022474144,0.022997803,0.026058583,0.026378793,0.027365635,0.027813175,0.028137373,0.02825334,0.030966948,0.031416465,0.030296495,0.029566775
2068,0.025631066,0.025805618,0.02255955,0.022933294,0.026021113,0.02638732,0.027348616,0.027825283,0.028184116,0.028216693,0.030963016,0.031411077,0.030321584,0.029603872
2066,0.025557424,0.025721179,0.022611587,0.022853993,0.025929184,0.026358535,0.027297209,0.027825459,0.028157977,0.02819164,0.03097407,0.031391155,0.030275218,0.029556119
2064,0.025488246,0.025639479,0.02262545,0.022834956,0.025843637,0.026334365,0.027273909,0.027806097,0.028096241,0.028218958,0.031025229,0.031414092,0.03023967,0.029471395
2062,0.025433188,0.025584357,0.022592795,0.022896997,0.025780281,0.026324524,0.027291513,0.027762256,0.028007446,0.028252653,0.031058292,0.031461255,0.030248359,0.029384787
2060,0.025378569,0.025531807,0.022530513,0.022998954,0.025730369,0.026314939,0.027340681,0.027733151,0.027914961,0.028255994,0.031033047,0.03148761,0.030306024,0.029347697
2058,0.025353121,0.02551191,0.02252093,0.023110478,0.025741775,0.02633861,0.027452019,0.027804722,0.02789089,0.028289457,0.031022992,0.031521132,0.030445701,0.029438965
2056,0.025443021,0.025634251,0.022661816,0.02324672,0.025895098,0.026469421,0.027666507,0.028031899,0.027998745,0.028433498,0.03113422,0.031641437,0.030697268,0.02968038
2054,0.02567997,0.025943969,0.022943192,0.023409774,0.026166126,0.026711022,0.027941595,0.028356639,0.028217269,0.028653372,0.031358975,0.031867779,0.031005361,0.029973193
2052,0.025968906,0.026315972,0.023217149,0.02354787,0.026397143,0.026953878,0.028151024,0.028639853,0.028459017,0.028815828,0.031577136,0.032126907,0.031237501,0.03017901
2050,0.026191026,0.026572614,0.023330591,0.023614285,0.02646275,0.027089998,0.028207073,0.028782675,0.028658049,0.028843214,0.03169294,0.032334246,0.031296222,0.030252295
2048,0.026317158,0.026659545,0.023262082,0.023626495,0.026401981,0.027117755,0.028139424,0.028785102,0.0288031,0.028790146,0.031708296,0.032454732,0.031204026,0.030247875
2046,0.026351122,0.026632049,0.023101282,0.02361649,0.026320148,0.027079537,0.028022219,0.028684024,0.028885104,0.028745273,0.031661703,0.032479011,0.031068068,0.030214457
2044,0.026254811,0.026523669,0.022929379,0.02356595,0.026232226,0.026960159,0.027876675,0.028490228,0.028863657,0.028717399,0.031569243,0.032406468,0.030976483,0.030146798
2042,0.026051944,0.026348959,0.022774556,0.023465244,0.026117759,0.026744252,0.027708973,0.028226539,0.028716713,0.028670146,0.031454251,0.032276381,0.03094833,0.03004967
2040,0.025912244,0.026192448,0.022650978,0.023389907,0.026053729,0.026522631,0.027584341,0.027980404,0.028492849,0.028613146,0.031362067,0.032153814,0.03095977,0.029971023
2038,0.025967491,0.026141974,0.022564917,0.02342642,0.026136669,0.026428267,0.02756891,0.027856707,0.028296175,0.028602498,0.031316306,0.032068074,0.030989526,0.02995147
2036,0.026102955,0.026143149,0.022497902,0.02354287,0.026301805,0.026476295,0.027615752,0.02787901,0.028212393,0.028665054,0.031302635,0.032000483,0.031031927,0.02998071
2034,0.02609426,0.026051766,0.022434153,0.023608038,0.026353724,0.026545135,0.02758592,0.027966529,0.028230475,0.028739094,0.031294496,0.031922457,0.031059274,0.029999853
2032,0.025892736,0.025824442,0.022380073,0.023527169,0.026176289,0.026506148,0.027394135,0.028003937,0.028236514,0.028694298,0.03125435,0.031804984,0.030989568,0.029925243
2030,0.025599348,0.025533894,0.022320957,0.023300601,0.025814637,0.026311311,0.027088483,0.027917624,0.028110981,0.028447631,0.031126972,0.031614398,0.030746439,0.029696668
2028,0.025241232,0.025231386,0.022208402,0.022975416,0.025377982,0.025991701,0.026781644,0.027711972,0.02784121,0.028076398,0.030883185,0.031351713,0.030356199,0.029331497
2026,0.024794763,0.024935186,0.022028898,0.022611902,0.024968999,0.025643082,0.026549232,0.027457628,0.027514358,0.027763966,0.030563303,0.031077149,0.029938756,0.028919111
2024,0.024360811,0.024709806,0.021827308,0.022282711,0.024686467,0.025387023,0.026399683,0.027239193,0.027220364,0.027611535,0.030251374,0.030853209,0.029609234,0.028564248
2022,0.024100716,0.024617543,0.021634175,0.022035174,0.024577574,0.025278007,0.026294157,0.027096408,0.026998102,0.027541268,0.030017486,0.030676651,0.029415465,0.028342542
2020,0.024038875,0.024630463,0.021444524,0.021869619,0.024591127,0.025271247,0.026197082,0.027016179,0.026865985,0.02742607,0.029905325,0.030516866,0.029359797,0.028287682
2018,0.024092736,0.024693969,0.021298874,0.021798196,0.024659109,0.025321288,0.026135608,0.02698251,0.026854973,0.027275732,0.02994403,0.030405152,0.029434935,0.028385416
2016,0.024236696,0.024819225,0.021283467,0.021866003,0.024778493,0.025439691,0.026176985,0.026998662,0.026965809,0.027207339,0.030099904,0.030397826,0.029598127,0.028557971
2014,0.024441109,0.024979955,0.021377822,0.022043931,0.024932245,0.02559346,0.026313696,0.02704166,0.027119826,0.027257389,0.030243705,0.030460466,0.029748809,0.028697868
2012,0.024552767,0.025028063,0.021414441,0.02217592,0.025010857,0.025649432,0.026410157,0.027042202,0.027191933,0.027318976,0.030227472,0.030462919,0.029770682,0.028732274
2010,0.024427225,0.024837594,0.021273397,0.022125603,0.02490833,0.025502576,0.026321232,0.026936628,0.027106325,0.027284936,0.030021602,0.030328166,0.029612734,0.028653442
2008,0.02413251,0.024476052,0.021036322,0.021927767,0.024671972,0.025213348,0.026051049,0.02674145,0.026888231,0.027161477,0.029733248,0.030114686,0.029325119,0.028492738
2006,0.02388959,0.024147825,0.020871215,0.021729319,0.024452324,0.024942329,0.025754094,0.026548123,0.026638301,0.027015533,0.029494022,0.029928366,0.029029545,0.028300798
2004,0.02380513,0.023965823,0.020826012,0.021617535,0.024331627,0.024780366,0.0255798,0.026441801,0.026470778,0.026892503,0.029378846,0.029825492,0.028851505,0.028153731
2002,0.02383424,0.023913866,0.020841157,0.021583531,0.024299102,0.024723709,0.025553505,0.026444053,0.026443738,0.026808173,0.029396986,0.029805037,0.028837458,0.028108362
2000,0.023932699,0.02395825,0.020885206,0.021608052,0.024335043,0.024751703,0.025612884,0.026514821,0.026538671,0.026778043,0.029519492,0.029856571,0.028942566,0.02815918
1998,0.024070894,0.024064401,0.020970832,0.02168635,0.024428326,0.024843791,0.025703591,0.026596091,0.026693823,0.026813601,0.029691112,0.029968661,0.029089686,0.028259764
1996,0.024180306,0.024180417,0.021097395,0.021803998,0.02454738,0.024968142,0.025833924,0.026662099,0.026862133,0.026915396,0.029865899,0.030127357,0.029243574,0.028383942
1994,0.024215961,0.024290024,0.021255655,0.02195554,0.024678197,0.025119259,0.026059017,0.026741116,0.027037537,0.027086551,0.030050223,0.030334205,0.029424842,0.028537979
1992,0.024254632,0.024453962,0.021455572,0.022155888,0.024850595,0.025321919,0.026390809,0.026867616,0.027208462,0.027307769,0.030254498,0.03057607,0.029629486,0.028693751
1990,0.024405152,0.024714692,0.021697094,0.022396922,0.025072468,0.025563504,0.026752514,0.027032344,0.027346367,0.027525826,0.030446221,0.030810558,0.029804541,0.02880143
1988,0.02466309,0.025030772,0.021957623,0.022638927,0.025296732,0.025796009,0.027069209,0.027216995,0.027468167,0.027716513,0.030603688,0.031026234,0.029936313,0.028895606
